F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-Configuration,F16-KeyValue,F16-List<PeekingResultIterator>,F16-PDataType,F16-Expression,F16-Boolean,F16-PMetaData,F16-NA,F16-void,F16-byte[],F16-int,F16-boolean,F16-String,F16-ParseNode,F16-KeyRange,F16-PhoenixArray,F16-Void,F16-PhoenixConnection,F16-ResultSet,F16-ParameterMetaData,F3-NA,F3-SchemaUtil.normalizeIdentifier(tableName),F3-SchemaUtil.normalizeIdentifier(schemaName),F3-Class,F3-byte[],F3-null,F3-children.get(0),F3-ImmutableBytesWritable,F3-getUrl(),F3-boolean,F3-String,F3-long,F3-int,F3-Properties,F3-List<ParseNode>,F3-DataInput,F3-BitSet,F3-PreparedStatement,F3-input,F3-Connection,F7-|,F7--,F7-&=,F7-++,F7-+=,F7-NA,F7-*,F7-+,F12-long,F12-PhoenixConnection,F12-int,F12-NA,F12-VerifyingIndexCodec,F12-Queue<TableStateVerifier>,F12-HTable,F12-boolean,F12-Logger,F12-MemoryChunk,F12-Map<ImmutableBytesPtr List<Tuple>>,F12-Tuple,F12-byte[],F12-ImmutableBytesWritable,F12-List<KeyRange>,F12-KeyValueBuilder,F17-static,F17-final,F17-NA,F2-QueryCompilerTest,F2-NA,F2-MemoryManagerTest,F2-Entry,F2-ToCharFunctionIT,F2-DateFormat,F2-Wrapper,F2-Arrays,F2-ExtendedQueryExecIT,F2-Connection,F2-String,F2-ToNumberFunctionIT,F2-PreparedStatement,F2-CountDownLatch,F2-DriverManager,F2-Format,F2-System,F2-MessageDigest,F2-Statement,F2-InListExpression,F6-java.sql.Date,F6-org.apache.phoenix.coprocessor.Delete,F6-NA,F6-org.apache.phoenix.arithmetic.ImmutableBytesWritable,F6-org.apache.phoenix.coprocessor.Put,F6-java.text.DecimalFormat,F6-java.util.Properties,F6-java.math.BigDecimal,F6-org.apache.phoenix.schema.PhoenixArray,F6-PhoenixArray.PrimitiveDoublePhoenixArray,F6-java.io.DataInputStream,F6-java.io.File,F6-java.lang.String,F6-org.apache.phoenix.hbase.index.covered.KeyValue,F6-java.lang.StringBuilder,F6-PhoenixArray.PrimitiveBytePhoenixArray,F6-org.apache.hadoop.hbase.regionserver.wal.Path,F6-org.apache.phoenix.end2end.StatsManagerIT.MaxKeyChange,F6-org.apache.phoenix.expression.ImmutableBytesPtr,F6-org.apache.phoenix.expression.function.ImmutableBytesWritable,F13-private,F13-NA,F18-private,F18-NA,F18-public,F14-static-final,F14-final-final,F14-NA,F14-final,F1-executeQuery,F1-offer,F1-NA,F1-close,F1-prepareStatement,F1-getUrl,F1-pushFollow,F1-createArrayOf,F1-execute,F1-getConnection,F1-format,F1-runOneRowQueryTest,F1-compareTo,F1-setString,F1-allocate,F1-sleepFor,F1-match,F1-getTableName,F1-closeStmtAndConn,F1-createStatement,F5-java.io.FilterInputStream,F5-java.lang.Object,F5-NA,F5-java.util.Date,F5-java.io.Writer,F5-java.lang.Number,F5-java.lang.AbstractStringBuilder,F5-java.text.NumberFormat,F5-java.io.IOException,F5-java.util.AbstractCollection,F5-java.util.Hashtable,F5-java.lang.Exception,F9-query,F9-columns,F9-tableName,F9-intersection,F9-expectedKvs,F9-a,F9-b,F9-hbaseRootDir,F9-parameters,F9-statement,F9-msg,F9-baseType,F9-fs,F9-rowKey,F9-array,F9-union,F9-NA,F9-expected,F9-decoder,F9-conf,F10-NA,F10-true,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-PTable,F4-boolean,F4-long,F4-ResultSet,F4-Statement,F4-PreparedStatement,F4-ShutdownOnUnusedThreadPoolExecutor,F4-Scan,F4-Connection,F4-byte[],F4-void,F4-Array,F4-List,F4-double,F4-T,F4-String,F4-int,F4-SequenceKey,F4-OrderPreserving,F8-KeyRangeIntersectTests,F8-WALReplayWithIndexWritesAndCompressedWALIT,F8-PhoenixHBaseLoader,F8-KeyRangeCoalesceTests,F8-ListMatchingVerifier,F8-MultiMutation,F8-NA,F8-KeyRangeUnionTests,F8-PhoenixArray,F8-PhoenixConnection,F8-CompressedIndexKeyValueDecoder,F8-PhoenixPreparedStatement,F11-qualifier,F11-rowCount,F11-length,F11-done,F11-tuple,F11-input,F11-NA,F11-memoryChunk,F11-currentKey,F11-hashCache,F11-row,F11-maxSize,F11-kvBuilder,F11-offset,F11-index,F11-logger,F11-connection,F11-buf,F11-valueBuffer,F11-codec,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-jzhong@JZhongs-MacBook-Pro.local,F71-ramkrishna.s.vasudevan@intel.com,F71-jamestaylor@apache.org,F71-jtaylor@salesforce.com,F71-stoens@apache.org,F71-gabrielr@ngdata.com,F71-anoopsamjohn@gmail.com,F71-greid@apache.org,F71-larsh@apache.org,F71-mujtaba@apache.org,F71-jyates@apache.org,F71-maryannxue@apache.org,F74,F73,F84,F146,category
1789,org/apache/phoenix/end2end,org/apache/phoenix/end2end/UpsertSelectIT.java,113,true,105,13,20794,1,8,962,1,111,0.7576588934613626,612,22,0.03594771241830065,0.1619047619047619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2304,47,BAD_PRACTICE,0.16390584132519617,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,19,3,1,0.615056059797117,0.012546716497597437,2.6695141484249865E-4,1.0,0.30851063829787234,0.010158658302614844,0.25886524822695034,0.235846763640015,-0.3829787234042553,0.0,0.06364428945074106,121.09929078014184,-0.90625,-0.6170212765957447,2,117,113,1789,3167,0.0,262,2091,1076,5520,0.08776761530219365,600,0,0,600,0,600,0,0.011237638597542702,0,20704,0,2254,264,0,23222,18450,0.09342874353231695,41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1977,5,1675,close
1789,org/apache/phoenix/end2end,org/apache/phoenix/end2end/UpsertSelectIT.java,113,true,111,13,20794,1,8,962,1,111,0.8152720621856425,612,22,0.03594771241830065,0.16756756756756758,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2304,47,BAD_PRACTICE,0.16390584132519617,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,19,3,1,0.615056059797117,0.012546716497597437,2.6695141484249865E-4,1.0,0.30851063829787234,0.010158658302614844,0.25886524822695034,0.235846763640015,-0.3829787234042553,0.0,0.06364428945074106,121.09929078014184,-0.90625,-0.6170212765957447,2,117,113,1789,3167,0.0,262,2091,1076,5520,0.08776761530219365,600,0,0,600,0,600,0,0.011237638597542702,0,20704,0,2254,264,0,23222,18450,0.09342874353231695,41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1977,5,1675,close
1789,org/apache/phoenix/end2end,org/apache/phoenix/end2end/UpsertSelectIT.java,113,true,330,13,20794,1,8,962,1,111,0.690214906264289,612,22,0.03594771241830065,0.09347319347319348,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2304,47,BAD_PRACTICE,0.16390584132519617,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,19,3,1,0.615056059797117,0.012546716497597437,2.669514148424986E-4,1.0,0.30851063829787234,0.010158658302614844,0.25886524822695034,0.235846763640015,-0.3829787234042553,0.0,0.06364428945074106,121.09929078014184,-0.90625,-0.6170212765957447,2,117,113,1789,3167,0.0,262,2091,1076,5520,0.08776761530219365,600,0,0,600,0,600,0,0.011237638597542702,0,20704,0,2254,264,0,23222,18450,0.09342874353231695,41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1977,5,1675,close
1789,org/apache/phoenix/end2end,org/apache/phoenix/end2end/UpsertSelectIT.java,113,true,212,13,20794,1,8,962,1,111,0.8854595336076817,612,22,0.03594771241830065,0.1030478955007257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2304,47,BAD_PRACTICE,0.16390584132519617,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,19,3,1,0.615056059797117,0.012546716497597437,2.6695141484249865E-4,1.0,0.30851063829787234,0.010158658302614844,0.25886524822695034,0.235846763640015,-0.3829787234042553,0.0,0.06364428945074106,121.09929078014184,-0.90625,-0.6170212765957447,2,117,113,1789,3167,0.0,262,2091,1076,5520,0.08776761530219365,600,0,0,600,0,600,0,0.011237638597542702,0,20704,0,2254,264,0,23222,18450,0.09342874353231695,41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1977,5,1675,close
1789,org/apache/phoenix/end2end,org/apache/phoenix/end2end/UpsertSelectIT.java,113,true,68,13,20794,1,8,962,3,111,0.9622770919067215,612,22,0.03594771241830065,0.19852941176470587,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2304,47,BAD_PRACTICE,0.16390584132519617,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,19,3,1,0.615056059797117,0.012546716497597437,2.6695141484249865E-4,1.0,0.30851063829787234,0.010158658302614844,0.25886524822695034,0.235846763640015,-0.3829787234042553,0.0,0.06364428945074106,121.09929078014184,-0.90625,-0.6170212765957447,2,117,113,1789,3167,0.0,262,2091,1076,5520,0.08776761530219365,600,0,0,600,0,600,0,0.011237638597542702,0,20704,0,2254,264,0,23222,18450,0.09342874353231695,41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1977,5,1675,close
1789,org/apache/phoenix/end2end,org/apache/phoenix/end2end/UpsertSelectIT.java,113,true,99,13,20794,1,12,962,3,111,0.102880658436214,612,22,0.03594771241830065,0.1111111111111111,106,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2304,47,SECURITY,0.06713164777680906,SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,15,3,3,0.615056059797117,0.012546716497597437,8.00854244527496E-4,-0.3333333333333333,0.37662337662337664,0.11738910440209142,0.3167701863354037,8.240773982003452E-4,-0.23376623376623376,0.0,0.044463818657367045,114.61490683229813,-0.90625,-0.6170212765957447,2,117,113,1789,3167,0.0,262,2091,1076,5520,0.08776761530219365,600,0,0,600,0,600,0,0.011237638597542702,0,20704,0,2254,264,0,23222,18450,0.09342874353231695,41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1977,5,1675,open
1789,org/apache/phoenix/end2end,org/apache/phoenix/end2end/UpsertSelectIT.java,113,true,99,13,20794,1,12,962,3,111,0.11934156378600823,612,22,0.03594771241830065,0.2222222222222222,106,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2304,47,SECURITY,0.07323452484742807,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,15,3,3,0.615056059797117,0.012546716497597437,8.00854244527496E-4,-0.3333333333333333,0.2619047619047619,0.09665532879818595,0.3167701863354037,8.240773982003452E-4,-0.4642857142857143,0.0,0.044463818657367045,114.61490683229813,-0.90625,-0.6170212765957447,2,117,113,1789,3167,0.0,262,2091,1076,5520,0.08776761530219365,600,0,0,600,0,600,0,0.011237638597542702,0,20704,0,2254,264,0,23222,18450,0.09342874353231695,41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1977,5,1675,open
1789,org/apache/phoenix/end2end,org/apache/phoenix/end2end/UpsertValuesIT.java,113,true,258,13,20794,1,11,962,1,111,0.769994162288383,505,17,0.033663366336633666,0.14693446088794926,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2304,49,CORRECTNESS,0.016564952048823016,NP_NULL_PARAM_DEREF,8,2,2,0.615056059797117,0.013080619327282435,5.339028296849973E-4,-1.0,0.10526315789473684,0.006727344677483181,0.4266666666666667,0.3028736380424745,-0.7894736842105263,0.0,0.02789886660854403,115.10666666666667,-0.90625,-0.9591836734693877,3,117,113,1789,3167,0.0,262,2091,1076,5520,0.08776761530219365,29,0,0,29,0,29,0,0.090625,0,20704,0,2254,264,0,23222,18450,0.09342874353231695,41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1977,5,1675,open
1789,org/apache/phoenix/end2end,org/apache/phoenix/end2end/UpsertValuesIT.java,113,true,258,13,20794,1,11,962,1,111,0.7694103911266783,505,17,0.033663366336633666,0.14658210007047218,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2304,49,CORRECTNESS,0.016564952048823016,NP_NULL_PARAM_DEREF,8,2,2,0.615056059797117,0.013080619327282435,5.339028296849973E-4,-1.0,0.10526315789473684,0.006727344677483181,0.4266666666666667,0.3028736380424745,-0.7894736842105263,0.0,0.02789886660854403,115.10666666666667,-0.90625,-0.9591836734693877,3,117,113,1789,3167,0.0,262,2091,1076,5520,0.08776761530219365,29,0,0,29,0,29,0,0.090625,0,20704,0,2254,264,0,23222,18450,0.09342874353231695,41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1977,5,1675,open
1789,org/apache/phoenix/end2end,org/apache/phoenix/end2end/UpsertValuesIT.java,113,true,291,13,20794,1,11,962,1,111,0.5283129013426737,505,17,0.033663366336633666,0.126835363948766,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2304,49,CORRECTNESS,0.016564952048823016,NP_NULL_PARAM_DEREF,8,2,2,0.615056059797117,0.013080619327282435,5.339028296849973E-4,-1.0,0.10526315789473684,0.006727344677483181,0.4266666666666667,0.3028736380424745,-0.7894736842105263,0.0,0.02789886660854403,115.10666666666667,-0.90625,-0.9591836734693877,3,117,113,1789,3167,0.0,262,2091,1076,5520,0.08776761530219365,29,0,0,29,0,29,0,0.090625,0,20704,0,2254,264,0,23222,18450,0.09342874353231695,41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1977,5,1675,open
1789,org/apache/phoenix/end2end,org/apache/phoenix/end2end/UpsertValuesIT.java,113,true,291,13,20794,1,11,962,1,111,0.527729130180969,505,17,0.033663366336633666,0.12652296157450799,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2304,49,CORRECTNESS,0.016564952048823016,NP_NULL_PARAM_DEREF,8,2,2,0.615056059797117,0.013080619327282435,5.339028296849973E-4,-1.0,0.10526315789473684,0.006727344677483181,0.4266666666666667,0.3028736380424745,-0.7894736842105263,0.0,0.02789886660854403,115.10666666666667,-0.90625,-0.9591836734693877,3,117,113,1789,3167,0.0,262,2091,1076,5520,0.08776761530219365,29,0,0,29,0,29,0,0.090625,0,20704,0,2254,264,0,23222,18450,0.09342874353231695,41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1977,5,1675,open
1789,org/apache/phoenix/end2end,org/apache/phoenix/end2end/UpsertValuesIT.java,113,true,120,13,20794,1,11,962,1,111,0.45650904845300644,505,17,0.033663366336633666,0.16666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2304,49,CORRECTNESS,0.016564952048823016,NP_NULL_PARAM_DEREF,8,2,2,0.615056059797117,0.013080619327282435,5.339028296849973E-4,-1.0,0.10526315789473684,0.006727344677483181,0.4266666666666667,0.3028736380424745,-0.7894736842105263,0.0,0.02789886660854403,115.10666666666667,-0.90625,-0.9591836734693877,3,117,113,1789,3167,0.0,262,2091,1076,5520,0.08776761530219365,29,0,0,29,0,29,0,0.090625,0,20704,0,2254,264,0,23222,18450,0.09342874353231695,41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1977,5,1675,open
1789,org/apache/phoenix/end2end,org/apache/phoenix/end2end/UpsertValuesIT.java,113,true,120,13,20794,1,11,962,1,111,0.4559252772913018,505,17,0.033663366336633666,0.16547619047619047,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2304,49,CORRECTNESS,0.016564952048823016,NP_NULL_PARAM_DEREF,8,2,2,0.615056059797117,0.013080619327282435,5.339028296849973E-4,-1.0,0.10526315789473684,0.006727344677483181,0.4266666666666667,0.3028736380424745,-0.7894736842105263,0.0,0.02789886660854403,115.10666666666667,-0.90625,-0.9591836734693877,3,117,113,1789,3167,0.0,262,2091,1076,5520,0.08776761530219365,29,0,0,29,0,29,0,0.090625,0,20704,0,2254,264,0,23222,18450,0.09342874353231695,41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1977,5,1675,open
