"warning id","project","bug_pattern","commit","last_commit_checked","?","bug pattern category","package","class","field","method","type","expr","idents","start_line","end_line","label (automatically determined)","commit url","commit url (of the version compared to, if closed)","code (if open)","label"
"2277","lucene-solr","NP_LOAD_OF_KNOWN_NULL_VALUE","C","last","null","STYLE","org.apache.lucene.index","org.apache.lucene.index.MappedMultiFields$MappedMultiTermsEnum","null","docsAndPositions","null","flags","flags,in,liveDocs,mappingDocsAndPositionsEnum,docsAndPositions,multiDocsAndPositionsEnum","131","131","close","https://github.com/apache/lucene-solr/tree/43535fecb8455b3f9364f447e129ae05f79697e2//lucene/core/src/java/org/apache/lucene/index/MappedMultiFields.java#L131","https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//lucene/core/src/java/org/apache/lucene/index/MappedMultiFields.java","","unknown"
"2311","lucene-solr","NP_EQUALS_SHOULD_HANDLE_NULL_ARGUMENT","C","last","null","BAD_PRACTICE","org.apache.lucene.spatial.bbox","org.apache.lucene.spatial.bbox.BBoxSimilarityValueSource","null","equals","null","","","-2","-2","close","https://github.com/apache/lucene-solr/tree/43535fecb8455b3f9364f447e129ae05f79697e2//lucene/spatial/src/java/org/apache/lucene/spatial/bbox/BBoxSimilarityValueSource.java#L-2","https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//lucene/spatial/src/java/org/apache/lucene/spatial/bbox/BBoxSimilarityValueSource.java","","unknown"
"2430","lucene-solr","NP_LOAD_OF_KNOWN_NULL_VALUE","C","last","null","STYLE","org.apache.lucene.util.fst","org.apache.lucene.util.fst.FST","null","assertRootArcs","null","asserting","asserting,null,null,root","486","486","close","https://github.com/apache/lucene-solr/tree/43535fecb8455b3f9364f447e129ae05f79697e2//lucene/core/src/java/org/apache/lucene/util/fst/FST.java#L486","https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//lucene/core/src/java/org/apache/lucene/util/fst/FST.java","","unknown"
"2448","lucene-solr","NP_NULL_ON_SOME_PATH","C","last","null","CORRECTNESS","org.apache.lucene.codecs","org.apache.lucene.codecs.BlockTreeTermsReader$FieldReader$IntersectEnum","index","<init>","null","arcs","arcs,index,getFirstArc","867","867","close","https://github.com/apache/lucene-solr/tree/43535fecb8455b3f9364f447e129ae05f79697e2//lucene/core/src/java/org/apache/lucene/codecs/BlockTreeTermsReader.java#L867","https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//lucene/core/src/java/org/apache/lucene/codecs/BlockTreeTermsReader.java","","unknown"
"2575","lucene-solr","RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE","C","last","null","CORRECTNESS","org.apache.solr.handler.dataimport","org.apache.solr.handler.dataimport.DocBuilder","null","<init>","null","verboseDebug = reqParams.isDebug() && reqParams.getDebugInfo().verbose;","","93","93","close","https://github.com/apache/lucene-solr/tree/43535fecb8455b3f9364f447e129ae05f79697e2//solr/contrib/dataimporthandler/src/java/org/apache/solr/handler/dataimport/DocBuilder.java#L93","https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//solr/contrib/dataimporthandler/src/java/org/apache/solr/handler/dataimport/DocBuilder.java","","open"
"2733","lucene-solr","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","C","last","null","STYLE","org.apache.lucene.index","org.apache.lucene.index.FieldInfos$FieldNumbers","null","addOrGet","null","currentDVType","currentDVType,currentDVType,dvType,null","193","193","close","https://github.com/apache/lucene-solr/tree/43535fecb8455b3f9364f447e129ae05f79697e2//lucene/core/src/java/org/apache/lucene/index/FieldInfos.java#L193","https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//lucene/core/src/java/org/apache/lucene/index/FieldInfos.java","","close"
"2833","lucene-solr","RCN_REDUNDANT_NULLCHECK_OF_NULL_VALUE","C","last","null","STYLE","org.apache.solr.core","org.apache.solr.core.SolrCores","null","remove","null","ret = (ret == null) ? tmp : ret;","","238","238","close","https://github.com/apache/lucene-solr/tree/43535fecb8455b3f9364f447e129ae05f79697e2//solr/core/src/java/org/apache/solr/core/SolrCores.java#L238","https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//solr/core/src/java/org/apache/solr/core/SolrCores.java","","open"
"9679","ant","NP_NULL_ON_SOME_PATH","C","last","null","CORRECTNESS","org.apache.tools.ant","org.apache.tools.ant.IntrospectionHelper","null","setAttribute","null","as.setObject(p, element, value);","","411","411","close","https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/main/org/apache/tools/ant/IntrospectionHelper.java#L411","https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/main/org/apache/tools/ant/IntrospectionHelper.java","","close"
"9722","ant","NP_NULL_ON_SOME_PATH_EXCEPTION","C","last","null","CORRECTNESS","org.apache.tools.ant","org.apache.tools.ant.ArgumentProcessorRegistry","null","getProcessorByService","null","isr","isr,close","160","160","close","https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/main/org/apache/tools/ant/ArgumentProcessorRegistry.java#L160","https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/main/org/apache/tools/ant/ArgumentProcessorRegistry.java","","close"
"9824","ant","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","C","last","null","STYLE","org.apache.tools.ant","org.apache.tools.ant.Diagnostics","null","getXSLTProcessor","null","null","null,transformerFactory","217","217","close","https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/main/org/apache/tools/ant/Diagnostics.java#L217","https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/main/org/apache/tools/ant/Diagnostics.java","","open"
"9838","ant","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","C","last","null","STYLE","org.apache.tools.ant.taskdefs","org.apache.tools.ant.taskdefs.XSLTProcess","null","process","null","null","null,outFileName,outFileName,length","830","830","close","https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/main/org/apache/tools/ant/taskdefs/XSLTProcess.java#L830","https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/main/org/apache/tools/ant/taskdefs/XSLTProcess.java","","close"
"9847","ant","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","C","last","null","STYLE","org.apache.tools.ant.taskdefs.condition","org.apache.tools.ant.taskdefs.condition.IsLastModified","null","getMillis","null","null","null,pe","147","147","close","https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/main/org/apache/tools/ant/taskdefs/condition/IsLastModified.java#L147","https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/main/org/apache/tools/ant/taskdefs/condition/IsLastModified.java","","close"
"9856","ant","RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE","C","last","null","CORRECTNESS","org.apache.tools.ant.taskdefs","org.apache.tools.ant.taskdefs.Jar","filesetManifestConfig","setFilesetmanifest","null","config","config,mergeManifestsMain,equals,getValue","416","416","close","https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/main/org/apache/tools/ant/taskdefs/Jar.java#L416","https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/main/org/apache/tools/ant/taskdefs/Jar.java","","close"
"9925","ant","NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE","C","last","null","STYLE","org.apache.tools.ant.types.selectors","org.apache.tools.ant.types.selectors.ContainsRegexpTest$TaskdefForRegexpTest","null","test","null","filecount","filecount,files,length","75","75","close","https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/types/selectors/ContainsRegexpTest.java#L75","https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/types/selectors/ContainsRegexpTest.java","","unknown"
"9678","ant","NP_LOAD_OF_KNOWN_NULL_VALUE","A","last","null","STYLE","org.apache.tools.ant.taskdefs","org.apache.tools.ant.taskdefs.Execute$WinNTCommandLauncher","null","exec","null","cmd","cmd,env,exec,project","982","982","close","https://github.com/apache/ant/tree/02d9f46c2941a8ae665322e49d4d12ae7343ab3b//src/main/org/apache/tools/ant/taskdefs/Execute.java#L982","https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/main/org/apache/tools/ant/taskdefs/Execute.java","","unknown"
"9837","ant","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","A","last","null","STYLE","org.apache.tools.ant.types","org.apache.tools.ant.types.Description","null","concatDescriptions","null","null","null,tasks","95","95","close","https://github.com/apache/ant/tree/02d9f46c2941a8ae665322e49d4d12ae7343ab3b//src/main/org/apache/tools/ant/types/Description.java#L95","https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/main/org/apache/tools/ant/types/Description.java","","close"
"9896","ant","RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE","A","last","null","CORRECTNESS","org.apache.tools.ant.taskdefs","org.apache.tools.ant.taskdefs.Available","loader","checkClass","null","FALSE","false,loader,setParentFirst","443","443","close","https://github.com/apache/ant/tree/02d9f46c2941a8ae665322e49d4d12ae7343ab3b//src/main/org/apache/tools/ant/taskdefs/Available.java#L443","https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/main/org/apache/tools/ant/taskdefs/Available.java","","open"
"9971","maven","RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE","C","last","null","CORRECTNESS","org.apache.maven.plugin","org.apache.maven.plugin.PluginParameterExpressionEvaluator","null","<init>","null","this.properties","properties,session,getExecutionProperties","95","95","close","https://github.com/apache/maven/tree/93d07bdf9967303e8ff41b8f8030c72ecf59ce1c//maven-core/src/main/java/org/apache/maven/plugin/PluginParameterExpressionEvaluator.java#L95","https://github.com/apache/maven/tree/a7dddcb87626fec256f1b8ccbe957f94cdf401e4//maven-core/src/main/java/org/apache/maven/plugin/PluginParameterExpressionEvaluator.java","","unknown"
"9989","maven","NP_LOAD_OF_KNOWN_NULL_VALUE","C","last","null","STYLE","org.apache.maven.project","org.apache.maven.project.DefaultProjectBuildingHelper","null","createProjectRealm","null","pluginArtifactsCache","pluginArtifactsCache,project,recordArtifacts,register","247","247","close","https://github.com/apache/maven/tree/93d07bdf9967303e8ff41b8f8030c72ecf59ce1c//maven-core/src/main/java/org/apache/maven/project/DefaultProjectBuildingHelper.java#L247","https://github.com/apache/maven/tree/a7dddcb87626fec256f1b8ccbe957f94cdf401e4//maven-core/src/main/java/org/apache/maven/project/DefaultProjectBuildingHelper.java","","unknown"
"9996","maven","NP_LOAD_OF_KNOWN_NULL_VALUE","C","last","null","STYLE","org.apache.maven.plugin","org.apache.maven.plugin.PluginParameterExpressionEvaluator","null","evaluate","null","null","null,null,properties,value","379","379","close","https://github.com/apache/maven/tree/93d07bdf9967303e8ff41b8f8030c72ecf59ce1c//maven-core/src/main/java/org/apache/maven/plugin/PluginParameterExpressionEvaluator.java#L379","https://github.com/apache/maven/tree/a7dddcb87626fec256f1b8ccbe957f94cdf401e4//maven-core/src/main/java/org/apache/maven/plugin/PluginParameterExpressionEvaluator.java","","close"
"1023","tomcat","RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE","C","last","null","CORRECTNESS","org.apache.tomcat.util.modeler.modules","org.apache.tomcat.util.modeler.modules.MbeansDescriptorsIntrospectionSource","null","createManagedBean","null","invokeAttMap","invokeAttMap,name,get","337","337","close","https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/tomcat/util/modeler/modules/MbeansDescriptorsIntrospectionSource.java#L337","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/tomcat/util/modeler/modules/MbeansDescriptorsIntrospectionSource.java","","open"
"1090","tomcat","NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE","C","last","null","STYLE","org.apache.catalina.startup","org.apache.catalina.startup.ClassLoaderFactory","null","createClassLoader","null","for (int j = 0; j < filenames.length; j++) {","","194","194","close","https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/catalina/startup/ClassLoaderFactory.java#L194","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/startup/ClassLoaderFactory.java","","close"
"1091","tomcat","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","C","last","null","STYLE","org.apache.catalina.valves","org.apache.catalina.valves.AccessLogValve$RequestElement","null","addElement","null","if (method == null) {","","1608","1608","close","https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/catalina/valves/AccessLogValve.java#L1608","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/valves/AccessLogValve.java","","unknown"
"1128","tomcat","NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE","C","last","null","STYLE","org.apache.catalina.session","org.apache.catalina.session.FileStore","null","getSize","null","files","files,i,i,length","154","154","close","https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/catalina/session/FileStore.java#L154","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/session/FileStore.java","","close"
"1141","tomcat","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","C","last","null","STYLE","org.apache.catalina.loader","org.apache.catalina.loader.WebappLoader","null","getClasspath","null","m","m,null,null","647","647","close","https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/catalina/loader/WebappLoader.java#L647","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/loader/WebappLoader.java","","unknown"
"1151","tomcat","FI_FINALIZER_NULLS_FIELDS","C","last","null","BAD_PRACTICE","org.apache.catalina.tribes.tipis","org.apache.catalina.tribes.tipis.AbstractReplicatedMap","rpcChannel","finalize","null","this.rpcChannel = null;","","345","345","close","https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/catalina/tribes/tipis/AbstractReplicatedMap.java#L345","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/tribes/tipis/AbstractReplicatedMap.java","","unknown"
"1161","tomcat","NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE","C","last","null","STYLE","org.apache.jasper.servlet","org.apache.jasper.servlet.JspCServletContext","null","getResourcePaths","null","i","i,i,theFiles,length","406","406","close","https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/jasper/servlet/JspCServletContext.java#L406","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/jasper/servlet/JspCServletContext.java","","close"
"1171","tomcat","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","C","last","null","STYLE","org.apache.jasper","org.apache.jasper.JspCompilationContext","null","<init>","null","if (baseURI == null) {","","117","117","close","https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/jasper/JspCompilationContext.java#L117","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/jasper/JspCompilationContext.java","","close"
"1176","tomcat","RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE","C","last","null","CORRECTNESS","org.apache.jasper.compiler","org.apache.jasper.compiler.JspDocumentParser","null","startElement","null","attrs","attrs,checkPrefixes,qName,uri","303","303","close","https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/jasper/compiler/JspDocumentParser.java#L303","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/jasper/compiler/JspDocumentParser.java","","open"
"1200","tomcat","NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE","C","last","null","STYLE","org.apache.jasper","org.apache.jasper.JspC","null","initClassLoader","null","i","i,i,libs,length","1527","1527","close","https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/jasper/JspC.java#L1527","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/jasper/JspC.java","","close"
"1238","tomcat","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","C","last","null","STYLE","org.apache.catalina.mbeans","org.apache.catalina.mbeans.GlobalResourcesLifecycleListener","null","createMBeans","null","MBeanUtils","MBeanUtils,null,user,createMBean","220","220","close","https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/catalina/mbeans/GlobalResourcesLifecycleListener.java#L220","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/mbeans/GlobalResourcesLifecycleListener.java","","close"
"1242","tomcat","NP_NULL_ON_SOME_PATH_EXCEPTION","C","last","null","CORRECTNESS","org.apache.catalina.session","org.apache.catalina.session.JDBCStore","driver","open","null","dbConnection = driver.connect(connectionURL, props);","","950","950","close","https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/catalina/session/JDBCStore.java#L950","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/session/JDBCStore.java","","open"
"1252","tomcat","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","C","last","null","STYLE","org.apache.catalina.core","org.apache.catalina.core.StandardWrapper","null","getAllDeclaredMethods","null","if (thisMethods == null) {","","1694","1694","close","https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/catalina/core/StandardWrapper.java#L1694","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/core/StandardWrapper.java","","close"
"1304","tomcat","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","C","last","null","STYLE","org.apache.tomcat.util.modeler","org.apache.tomcat.util.modeler.BaseModelMBean","null","getNotificationInfo","null","current","current,null","809","809","close","https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/tomcat/util/modeler/BaseModelMBean.java#L809","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/tomcat/util/modeler/BaseModelMBean.java","","close"
"1320","tomcat","FI_FINALIZER_NULLS_FIELDS","C","last","null","BAD_PRACTICE","org.apache.catalina.tribes.tipis","org.apache.catalina.tribes.tipis.AbstractReplicatedMap","channel","finalize","null","this.channel = null;","","346","346","close","https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/catalina/tribes/tipis/AbstractReplicatedMap.java#L346","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/tribes/tipis/AbstractReplicatedMap.java","","unknown"
"1346","tomcat","NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE","C","last","null","STYLE","org.apache.catalina.startup","org.apache.catalina.startup.ContextConfig","null","processAnnotationsFile","null","for (String dir : dirs) {","","2003","2003","close","https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/catalina/startup/ContextConfig.java#L2003","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/startup/ContextConfig.java","","close"
"1388","tomcat","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","C","last","null","STYLE","org.apache.catalina.connector","org.apache.catalina.connector.Request","context","doGetSession","null","if (context != null) {","","2768","2768","close","https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/catalina/connector/Request.java#L2768","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/connector/Request.java","","close"
"1473","tomcat","FI_FINALIZER_NULLS_FIELDS","C","last","null","BAD_PRACTICE","org.apache.catalina.tribes.tipis","org.apache.catalina.tribes.tipis.AbstractReplicatedMap","externalLoaders","finalize","null","this.externalLoaders = null;","","350","350","close","https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/catalina/tribes/tipis/AbstractReplicatedMap.java#L350","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/tribes/tipis/AbstractReplicatedMap.java","","unknown"
"1480","tomcat","NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE","C","last","null","STYLE","org.apache.jasper.servlet","org.apache.jasper.servlet.TldScanner$TldScannerCallback$1","null","visitFile","null","file","file,getFileName,toString","330","330","close","https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/jasper/servlet/TldScanner.java#L330","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/jasper/servlet/TldScanner.java","","close"
"1579","tomcat","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","C","last","null","STYLE","org.apache.el.util","org.apache.el.util.MessageFactory","null","get","null","null","null,value","41","41","close","https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/el/util/MessageFactory.java#L41","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/el/util/MessageFactory.java","","close"
"1580","tomcat","NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE","C","last","null","STYLE","org.apache.catalina.startup","org.apache.catalina.startup.HomesUserDatabase","null","init","null","homeBaseFiles","homeBaseFiles,i,i,length","137","137","close","https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/catalina/startup/HomesUserDatabase.java#L137","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/startup/HomesUserDatabase.java","","close"
"1643","tomcat","NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE","C","last","null","STYLE","org.apache.catalina.util","org.apache.catalina.util.ExtensionValidator","null","addFolderList","null","files","files,i,i,length","390","390","close","https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/catalina/util/ExtensionValidator.java#L390","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/util/ExtensionValidator.java","","close"
"1657","tomcat","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","C","last","null","STYLE","org.apache.catalina.mbeans","org.apache.catalina.mbeans.ContainerMBean","null","addValve","null","null","null,valve","157","157","close","https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/catalina/mbeans/ContainerMBean.java#L157","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/mbeans/ContainerMBean.java","","unknown"
"1051","tomcat","NP_NULL_ON_SOME_PATH","A","last","null","CORRECTNESS","org.apache.tomcat.util","org.apache.tomcat.util.IntrospectionUtils","null","callMethod1","null","findMethod","findMethod,methodN,params,target,getClass","455","455","close","https://github.com/apache/tomcat/tree/3787242a83ee5555c79fd2e4c6b6952e9195ed8b//java/org/apache/tomcat/util/IntrospectionUtils.java#L455","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/tomcat/util/IntrospectionUtils.java","","close"
"1089","tomcat","NP_NULL_PARAM_DEREF_ALL_TARGETS_DANGEROUS","A","last","null","CORRECTNESS","org.apache.catalina.tribes.tipis","org.apache.catalina.tribes.tipis.AbstractReplicatedMap","null","containsValue","null","return innerMap.containsValue(value);","","1026","1026","close","https://github.com/apache/tomcat/tree/3787242a83ee5555c79fd2e4c6b6952e9195ed8b//java/org/apache/catalina/tribes/tipis/AbstractReplicatedMap.java#L1026","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/tribes/tipis/AbstractReplicatedMap.java","","close"
"1100","tomcat","NP_NULL_ON_SOME_PATH","A","last","null","CORRECTNESS","org.apache.catalina.tribes.io","org.apache.catalina.tribes.io.ReplicationStream","classLoaders","resolveProxyClass","null","classLoaders","classLoaders,classLoaders,classLoaders,null,null,length","107","107","close","https://github.com/apache/tomcat/tree/3787242a83ee5555c79fd2e4c6b6952e9195ed8b//java/org/apache/catalina/tribes/io/ReplicationStream.java#L107","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/tribes/io/ReplicationStream.java","","close"
"1235","tomcat","NP_NULL_ON_SOME_PATH","A","last","null","CORRECTNESS","org.apache.jasper.compiler","org.apache.jasper.compiler.PageInfo","null","popPrefixMapping","null","stack","stack,removeFirst","343","343","close","https://github.com/apache/tomcat/tree/3787242a83ee5555c79fd2e4c6b6952e9195ed8b//java/org/apache/jasper/compiler/PageInfo.java#L343","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/jasper/compiler/PageInfo.java","","open"
"1258","tomcat","NP_NULL_PARAM_DEREF","A","last","null","CORRECTNESS","org.apache.tomcat.util.digester","org.apache.tomcat.util.digester.SetNextRule","null","end","null","IntrospectionUtils","IntrospectionUtils,methodName,parent,callMethod1","201","201","close","https://github.com/apache/tomcat/tree/3787242a83ee5555c79fd2e4c6b6952e9195ed8b//java/org/apache/tomcat/util/digester/SetNextRule.java#L201","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/tomcat/util/digester/SetNextRule.java","","open"
"1360","tomcat","NP_LOAD_OF_KNOWN_NULL_VALUE","A","last","null","STYLE","org.apache.tomcat.util","org.apache.tomcat.util.IntrospectionUtils","null","callMethod0","null","log","log,debug","475","475","close","https://github.com/apache/tomcat/tree/3787242a83ee5555c79fd2e4c6b6952e9195ed8b//java/org/apache/tomcat/util/IntrospectionUtils.java#L475","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/tomcat/util/IntrospectionUtils.java","","unknown"
"1524","tomcat","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","A","last","null","STYLE","org.apache.jasper","org.apache.jasper.JspCompilationContext","baseURI","<init>","null","if (baseURI == null) {","","112","112","close","https://github.com/apache/tomcat/tree/3787242a83ee5555c79fd2e4c6b6952e9195ed8b//java/org/apache/jasper/JspCompilationContext.java#L112","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/jasper/JspCompilationContext.java","","close"
