warning id,project,bug_pattern,commit,last_commit_checked,?,bug pattern category,package,class,field,method,type,expr,idents,start_line,end_line,label (automatically determined),commit url,"commit url (of the version compared to, if closed)",code (if open),label
2958,lucene-solr,DLS_DEAD_LOCAL_STORE,A,last,null,STYLE,org.apache.lucene.benchmark.quality.trec,org.apache.lucene.benchmark.quality.trec.TrecTopicsReader,null,read,null,newline,"newline,sep",126,126,close,https://github.com/apache/lucene-solr/tree/c0600cc6dc84d20ab47cc321cd0e893a11c0f303//modules/benchmark/src/java/org/apache/lucene/benchmark/quality/trec/TrecTopicsReader.java#L126,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//modules/benchmark/src/java/org/apache/lucene/benchmark/quality/trec/TrecTopicsReader.java,,unknown
2974,lucene-solr,DLS_DEAD_LOCAL_STORE,A,last,null,STYLE,org.apache.lucene.benchmark.byTask.feeds,org.apache.lucene.benchmark.byTask.feeds.TrecContentSource,null,read,null,sep = NEW_LINE;,,169,169,close,https://github.com/apache/lucene-solr/tree/c0600cc6dc84d20ab47cc321cd0e893a11c0f303//modules/benchmark/src/java/org/apache/lucene/benchmark/byTask/feeds/TrecContentSource.java#L169,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//modules/benchmark/src/java/org/apache/lucene/benchmark/byTask/feeds/TrecContentSource.java,,unknown
2827,lucene-solr,DLS_DEAD_LOCAL_STORE,B,last,null,STYLE,org.apache.solr.update.processor,org.apache.solr.update.processor.CloneFieldUpdateProcessorFactory,null,inform,null,core,"core,getSchema",203,203,close,https://github.com/apache/lucene-solr/tree/9e82c2409d62e7be04dc4fae7c45c3712be639a2//solr/core/src/java/org/apache/solr/update/processor/CloneFieldUpdateProcessorFactory.java#L203,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//solr/core/src/java/org/apache/solr/update/processor/CloneFieldUpdateProcessorFactory.java,,close
2919,lucene-solr,DLS_DEAD_LOCAL_STORE_IN_RETURN,B,last,null,STYLE,org.apache.solr.core,org.apache.solr.core.SolrResourceLoader,null,findClass,null,return clazz = CharFilterFactory.lookupClass(name).asSubclass(expectedType);,,407,407,close,https://github.com/apache/lucene-solr/tree/9e82c2409d62e7be04dc4fae7c45c3712be639a2//solr/core/src/java/org/apache/solr/core/SolrResourceLoader.java#L407,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//solr/core/src/java/org/apache/solr/core/SolrResourceLoader.java,,close
1778,lucene-solr,DLS_DEAD_LOCAL_STORE,C,last,null,STYLE,org.apache.solr.update,org.apache.solr.update.AddUpdateCommand$1,null,<init>,null,SchemaField uniq = req.getSchema().getUniqueKeyField();,,166,166,close,https://github.com/apache/lucene-solr/tree/43535fecb8455b3f9364f447e129ae05f79697e2//solr/core/src/java/org/apache/solr/update/AddUpdateCommand.java#L166,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//solr/core/src/java/org/apache/solr/update/AddUpdateCommand.java,,close
1868,lucene-solr,DLS_DEAD_LOCAL_STORE,C,last,null,STYLE,org.apache.solr.schema,org.apache.solr.schema.GeoHashField,null,createSpatialQuery,null,double,double,63,63,close,https://github.com/apache/lucene-solr/tree/43535fecb8455b3f9364f447e129ae05f79697e2//solr/core/src/java/org/apache/solr/schema/GeoHashField.java#L63,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//solr/core/src/java/org/apache/solr/schema/GeoHashField.java,,close
2054,lucene-solr,DLS_DEAD_LOCAL_STORE,C,last,null,STYLE,org.apache.lucene.expressions.js,org.apache.lucene.expressions.js.JavascriptParser,null,primary,null,AT_RPAREN,"AT_RPAREN,AT_RPAREN53,FOLLOW_AT_RPAREN_in_primary1219,input,match",1719,1719,close,https://github.com/apache/lucene-solr/tree/43535fecb8455b3f9364f447e129ae05f79697e2//lucene/expressions/src/java/org/apache/lucene/expressions/js/JavascriptParser.java#L1719,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//lucene/expressions/src/java/org/apache/lucene/expressions/js/JavascriptParser.java,,unknown
2073,lucene-solr,DLS_DEAD_LOCAL_STORE,C,last,null,STYLE,org.apache.solr.cloud,org.apache.solr.cloud.Overseer$ClusterStateUpdater,null,addRoutingRule,null,"String targetShard = message.getStr(""targetShard"");",,313,313,close,https://github.com/apache/lucene-solr/tree/43535fecb8455b3f9364f447e129ae05f79697e2//solr/core/src/java/org/apache/solr/cloud/Overseer.java#L313,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//solr/core/src/java/org/apache/solr/cloud/Overseer.java,,unknown
2090,lucene-solr,DLS_DEAD_LOCAL_STORE,C,last,null,STYLE,org.apache.lucene.analysis.standard,org.apache.lucene.analysis.standard.UAX29URLEmailTokenizerImpl,null,zzUnpackTrans,null,ZZ_TRANS_PACKED_1,"ZZ_TRANS_PACKED_1,offset,offset,result,zzUnpackTrans",5479,5479,close,https://github.com/apache/lucene-solr/tree/43535fecb8455b3f9364f447e129ae05f79697e2//lucene/analysis/common/src/java/org/apache/lucene/analysis/standard/UAX29URLEmailTokenizerImpl.java#L5479,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//lucene/analysis/common/src/java/org/apache/lucene/analysis/standard/UAX29URLEmailTokenizerImpl.java,,open
2207,lucene-solr,DLS_DEAD_LOCAL_STORE,C,last,null,STYLE,org.apache.lucene.expressions.js,org.apache.lucene.expressions.js.JavascriptParser,null,unary_operator,null,RewriteRuleSubtreeStream,"RewriteRuleSubtreeStream,adaptor,null,null,retval,retval,getTree",1430,1430,close,https://github.com/apache/lucene-solr/tree/43535fecb8455b3f9364f447e129ae05f79697e2//lucene/expressions/src/java/org/apache/lucene/expressions/js/JavascriptParser.java#L1430,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//lucene/expressions/src/java/org/apache/lucene/expressions/js/JavascriptParser.java,,unknown
2466,lucene-solr,DLS_DEAD_LOCAL_STORE,C,last,null,STYLE,org.apache.lucene.expressions.js,org.apache.lucene.expressions.js.JavascriptParser,null,conditional,null,AT_COLON,"AT_COLON,AT_COLON6,FOLLOW_AT_COLON_in_conditional765,input,match",316,316,close,https://github.com/apache/lucene-solr/tree/43535fecb8455b3f9364f447e129ae05f79697e2//lucene/expressions/src/java/org/apache/lucene/expressions/js/JavascriptParser.java#L316,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//lucene/expressions/src/java/org/apache/lucene/expressions/js/JavascriptParser.java,,unknown
2525,lucene-solr,DLS_DEAD_LOCAL_STORE,C,last,null,STYLE,org.apache.lucene.expressions.js,org.apache.lucene.expressions.js.JavascriptParser,null,unary,null,AT_ADD,"AT_ADD,AT_ADD39,FOLLOW_AT_ADD_in_unary1092,input,match",1318,1318,close,https://github.com/apache/lucene-solr/tree/43535fecb8455b3f9364f447e129ae05f79697e2//lucene/expressions/src/java/org/apache/lucene/expressions/js/JavascriptParser.java#L1318,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//lucene/expressions/src/java/org/apache/lucene/expressions/js/JavascriptParser.java,,unknown
2546,lucene-solr,DLS_DEAD_LOCAL_STORE,C,last,null,STYLE,org.apache.lucene.expressions.js,org.apache.lucene.expressions.js.JavascriptParser,null,postfix,null,RewriteRuleSubtreeStream,"RewriteRuleSubtreeStream,adaptor,null,null,retval,retval,getTree",1581,1581,close,https://github.com/apache/lucene-solr/tree/43535fecb8455b3f9364f447e129ae05f79697e2//lucene/expressions/src/java/org/apache/lucene/expressions/js/JavascriptParser.java#L1581,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//lucene/expressions/src/java/org/apache/lucene/expressions/js/JavascriptParser.java,,unknown
2590,lucene-solr,DLS_DEAD_LOCAL_STORE,C,last,null,STYLE,org.apache.solr.schema,org.apache.solr.schema.GeoHashField,null,toInternal,null,double,double,93,93,close,https://github.com/apache/lucene-solr/tree/43535fecb8455b3f9364f447e129ae05f79697e2//solr/core/src/java/org/apache/solr/schema/GeoHashField.java#L93,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//solr/core/src/java/org/apache/solr/schema/GeoHashField.java,,unknown
2606,lucene-solr,DLS_DEAD_LOCAL_STORE,C,last,null,STYLE,org.apache.solr.handler.admin,org.apache.solr.handler.admin.CoreAdminHandler,null,handleAliasAction,null,coreContainer,"coreContainer,doPersist,isPersistent",573,573,close,https://github.com/apache/lucene-solr/tree/43535fecb8455b3f9364f447e129ae05f79697e2//solr/core/src/java/org/apache/solr/handler/admin/CoreAdminHandler.java#L573,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//solr/core/src/java/org/apache/solr/handler/admin/CoreAdminHandler.java,,unknown
2855,lucene-solr,DLS_DEAD_LOCAL_STORE,C,last,null,STYLE,org.apache.solr.schema,org.apache.solr.schema.PointType,null,getFieldQuery,null,String,String,157,157,close,https://github.com/apache/lucene-solr/tree/43535fecb8455b3f9364f447e129ae05f79697e2//solr/core/src/java/org/apache/solr/schema/PointType.java#L157,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//solr/core/src/java/org/apache/solr/schema/PointType.java,,close
9721,ant,DLS_DEAD_LOCAL_STORE,C,last,null,STYLE,org.apache.tools.ant,org.apache.tools.ant.ProjectTest,null,testDuplicateTargets,null,,BFT,232,232,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/ProjectTest.java#L232,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/ProjectTest.java,,unknown
9798,ant,DLS_DEAD_LOCAL_STORE,C,last,null,STYLE,org.apache.tools.ant.taskdefs,org.apache.tools.ant.taskdefs.TouchTest,null,testSeconds,null,getTargetTime,getTargetTime,70,70,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/taskdefs/TouchTest.java#L70,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/taskdefs/TouchTest.java,,close
9807,ant,DLS_DEAD_LOCAL_STORE,C,last,null,STYLE,org.apache.tools.bzip2,org.apache.tools.bzip2.CBZip2StreamTest,null,testNullPointer,null,ByteArrayInputStream,"ByteArrayInputStream,CBZip2InputStream,byte",30,30,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/bzip2/CBZip2StreamTest.java#L30,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/bzip2/CBZip2StreamTest.java,,close
9864,ant,DLS_DEAD_LOCAL_STORE,C,last,null,STYLE,org.apache.tools.ant.taskdefs,org.apache.tools.ant.taskdefs.TouchTest,null,testNoSeconds,null,getTargetTime,getTargetTime,61,61,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/taskdefs/TouchTest.java#L61,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/taskdefs/TouchTest.java,,close
9879,ant,DLS_DEAD_LOCAL_STORE,C,last,null,STYLE,org.apache.tools.ant.types,org.apache.tools.ant.types.CommandlineJavaTest,null,testGetCommandline,null,c,"c,clone",76,76,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/types/CommandlineJavaTest.java#L76,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/types/CommandlineJavaTest.java,,close
9951,ant,DLS_DEAD_LOCAL_STORE,C,last,null,STYLE,org.apache.tools.ant,org.apache.tools.ant.DefaultDefinitions,null,componentDef,null,ProjectHelper,"ProjectHelper,name,ns,genComponentName",69,69,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/main/org/apache/tools/ant/DefaultDefinitions.java#L69,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/main/org/apache/tools/ant/DefaultDefinitions.java,,close
9961,maven,DLS_DEAD_LOCAL_STORE,A,last,null,STYLE,org.apache.maven.project,org.apache.maven.project.PomConstructionTest,null,testDependencyScope,null,buildPom,buildPom,1493,1493,close,https://github.com/apache/maven/tree/879d07b1d747653bc3c0e381ae763a49e6d885d0//maven-core/src/test/java/org/apache/maven/project/PomConstructionTest.java#L1493,https://github.com/apache/maven/tree/a7dddcb87626fec256f1b8ccbe957f94cdf401e4//maven-core/src/test/java/org/apache/maven/project/PomConstructionTest.java,,close
9970,maven,DLS_DEAD_LOCAL_STORE,A,last,null,STYLE,org.apache.maven.project,org.apache.maven.project.PomConstructionTest,null,testDependencyManagementWithInterpolation,null,buildPom,buildPom,1500,1500,close,https://github.com/apache/maven/tree/879d07b1d747653bc3c0e381ae763a49e6d885d0//maven-core/src/test/java/org/apache/maven/project/PomConstructionTest.java#L1500,https://github.com/apache/maven/tree/a7dddcb87626fec256f1b8ccbe957f94cdf401e4//maven-core/src/test/java/org/apache/maven/project/PomConstructionTest.java,,close
9983,maven,DLS_DEAD_LOCAL_STORE,A,last,null,STYLE,org.apache.maven.project,org.apache.maven.project.PomConstructionTest,null,testConsecutiveEmptyElements,null,buildPom,buildPom,399,399,close,https://github.com/apache/maven/tree/879d07b1d747653bc3c0e381ae763a49e6d885d0//maven-core/src/test/java/org/apache/maven/project/PomConstructionTest.java#L399,https://github.com/apache/maven/tree/a7dddcb87626fec256f1b8ccbe957f94cdf401e4//maven-core/src/test/java/org/apache/maven/project/PomConstructionTest.java,,close
9994,maven,DLS_DEAD_LOCAL_STORE,A,last,null,STYLE,org.apache.maven.project,org.apache.maven.project.ProjectBuilderTest,null,testSystemScopeDependencyIsPresentInTheCompileClasspathElements,null,project,"project,getCompileClasspathElements",51,51,close,https://github.com/apache/maven/tree/879d07b1d747653bc3c0e381ae763a49e6d885d0//maven-core/src/test/java/org/apache/maven/project/ProjectBuilderTest.java#L51,https://github.com/apache/maven/tree/a7dddcb87626fec256f1b8ccbe957f94cdf401e4//maven-core/src/test/java/org/apache/maven/project/ProjectBuilderTest.java,,close
1591,tomcat,DLS_DEAD_LOCAL_STORE,C,last,null,STYLE,org.apache.tomcat.websocket,org.apache.tomcat.websocket.WsWebSocketContainer,null,connectToServer,null,"WsFrameClient wsFrameClient = new WsFrameClient(response, channel,",,369,369,close,https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/tomcat/websocket/WsWebSocketContainer.java#L369,https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/tomcat/websocket/WsWebSocketContainer.java,,close
9495,jmeter,DLS_DEAD_LOCAL_STORE,C,last,null,STYLE,woolfel,woolfel.DummyTestCase,null,testException,null,0,,91,91,close,https://github.com/apache/jmeter/tree/032cc396b962c0b5ac6a31f0b756d624be34efd0//src/junit/woolfel/DummyTestCase.java#L91,https://github.com/apache/jmeter/tree/b3f452902a78827bd885e6dbf30b14d11fb4df93//src/junit/woolfel/DummyTestCase.java,,open
9533,jmeter,DLS_DEAD_LOCAL_STORE,C,last,null,STYLE,test,test.DummyAnnotatedTest,null,divideByZero,null,0,,99,99,close,https://github.com/apache/jmeter/tree/032cc396b962c0b5ac6a31f0b756d624be34efd0//src/junit/test/DummyAnnotatedTest.java#L99,https://github.com/apache/jmeter/tree/b3f452902a78827bd885e6dbf30b14d11fb4df93//src/junit/test/DummyAnnotatedTest.java,,open
5855,cassandra,DLS_DEAD_LOCAL_STORE,C,last,null,STYLE,org.apache.cassandra.db,org.apache.cassandra.db.ColumnFamilyStoreTest,null,testLargeScan,null,StorageService,"StorageService,getPartitioner",274,274,close,https://github.com/apache/cassandra/tree/4ed2234078c4d302c256332252a8ddd6ae345484//test/unit/org/apache/cassandra/db/ColumnFamilyStoreTest.java#L274,https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//test/unit/org/apache/cassandra/db/ColumnFamilyStoreTest.java,,unknown
6173,cassandra,DLS_DEAD_LOCAL_STORE,C,last,null,STYLE,org.apache.cassandra.db,org.apache.cassandra.db.CleanupTest,null,testCleanupWithIndexes,null,StorageService,"StorageService,getPartitioner",116,116,close,https://github.com/apache/cassandra/tree/4ed2234078c4d302c256332252a8ddd6ae345484//test/unit/org/apache/cassandra/db/CleanupTest.java#L116,https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//test/unit/org/apache/cassandra/db/CleanupTest.java,,unknown
6355,cassandra,DLS_DEAD_LOCAL_STORE,C,last,null,STYLE,org.apache.cassandra.dht,org.apache.cassandra.dht.Murmur3Partitioner$1,null,validate,null,Long i = Long.valueOf(token);,,173,173,close,https://github.com/apache/cassandra/tree/4ed2234078c4d302c256332252a8ddd6ae345484//src/java/org/apache/cassandra/dht/Murmur3Partitioner.java#L173,https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//src/java/org/apache/cassandra/dht/Murmur3Partitioner.java,,close
7926,cassandra,DLS_DEAD_LOCAL_STORE,C,last,null,STYLE,org.apache.cassandra.db,org.apache.cassandra.db.ColumnFamilyStoreTest,null,testIndexScanWithLimitOne,null,StorageService,"StorageService,getPartitioner",637,637,close,https://github.com/apache/cassandra/tree/4ed2234078c4d302c256332252a8ddd6ae345484//test/unit/org/apache/cassandra/db/ColumnFamilyStoreTest.java#L637,https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//test/unit/org/apache/cassandra/db/ColumnFamilyStoreTest.java,,unknown
8134,cassandra,DLS_DEAD_LOCAL_STORE,C,last,null,STYLE,org.apache.cassandra.db,org.apache.cassandra.db.ColumnFamilyStoreTest,null,testIndexUpdate,null,StorageService,"StorageService,getPartitioner",399,399,close,https://github.com/apache/cassandra/tree/4ed2234078c4d302c256332252a8ddd6ae345484//test/unit/org/apache/cassandra/db/ColumnFamilyStoreTest.java#L399,https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//test/unit/org/apache/cassandra/db/ColumnFamilyStoreTest.java,,unknown
9019,cassandra,DLS_DEAD_LOCAL_STORE,C,last,null,STYLE,org.apache.cassandra.io.sstable,org.apache.cassandra.io.sstable.SSTableReaderTest,null,assertIndexQueryWorks,null,StorageService,"StorageService,getPartitioner",357,357,close,https://github.com/apache/cassandra/tree/4ed2234078c4d302c256332252a8ddd6ae345484//test/unit/org/apache/cassandra/io/sstable/SSTableReaderTest.java#L357,https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//test/unit/org/apache/cassandra/io/sstable/SSTableReaderTest.java,,unknown
9229,cassandra,DLS_DEAD_LOCAL_STORE,C,last,null,STYLE,org.apache.cassandra.db,org.apache.cassandra.db.ColumnFamilyStoreTest,null,queryBirthdate,null,StorageService,"StorageService,getPartitioner",682,682,close,https://github.com/apache/cassandra/tree/4ed2234078c4d302c256332252a8ddd6ae345484//test/unit/org/apache/cassandra/db/ColumnFamilyStoreTest.java#L682,https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//test/unit/org/apache/cassandra/db/ColumnFamilyStoreTest.java,,unknown
4847,cassandra,DLS_DEAD_LOCAL_STORE,B,last,null,STYLE,org.apache.cassandra.thrift,org.apache.cassandra.thrift.Cassandra$describe_snitch_args,null,compareTo,null,describe_snitch_args typedOther = (describe_snitch_args)other;,,27105,27105,close,https://github.com/apache/cassandra/tree/69337a43670f71ae1fc55e23d6a9031230423900//interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.java#L27105,https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.java,,close
6115,cassandra,DLS_DEAD_LOCAL_STORE,B,last,null,STYLE,org.apache.cassandra.io.sstable,org.apache.cassandra.io.sstable.SSTableUtils$Context,null,write,null,System,"System,currentTimeMillis",206,206,close,https://github.com/apache/cassandra/tree/69337a43670f71ae1fc55e23d6a9031230423900//test/unit/org/apache/cassandra/io/sstable/SSTableUtils.java#L206,https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//test/unit/org/apache/cassandra/io/sstable/SSTableUtils.java,,close
8628,cassandra,DLS_DEAD_LOCAL_STORE,B,last,null,STYLE,org.apache.cassandra.thrift,org.apache.cassandra.thrift.SchemaDisagreementException,null,compareTo,null,other,other,186,186,close,https://github.com/apache/cassandra/tree/69337a43670f71ae1fc55e23d6a9031230423900//interface/thrift/gen-java/org/apache/cassandra/thrift/SchemaDisagreementException.java#L186,https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//interface/thrift/gen-java/org/apache/cassandra/thrift/SchemaDisagreementException.java,,close
1201,tomcat,UC_USELESS_OBJECT,C,last,null,STYLE,org.apache.catalina.connector,org.apache.catalina.connector.Request,null,setCharacterEncoding,[byte,byte buffer[] = new byte[1];,,1598,1598,close,https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/catalina/connector/Request.java#L1598,https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/connector/Request.java,,open
1587,tomcat,UC_USELESS_OBJECT,C,last,null,STYLE,org.apache.tomcat.websocket,org.apache.tomcat.websocket.WsWebSocketContainer,null,generateExtensionHeaders,lang,StringBuilder header = new StringBuilder();,,483,483,close,https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/tomcat/websocket/WsWebSocketContainer.java#L483,https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/tomcat/websocket/WsWebSocketContainer.java,,close
1633,tomcat,UC_USELESS_OBJECT,A,last,null,STYLE,org.apache.catalina.valves,org.apache.catalina.valves.AccessLogValve$DateAndTimeElement,null,tidyFormat,lang,StringBuilder result = new StringBuilder();,,1436,1436,close,https://github.com/apache/tomcat/tree/3787242a83ee5555c79fd2e4c6b6952e9195ed8b//java/org/apache/catalina/valves/AccessLogValve.java#L1436,https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/valves/AccessLogValve.java,,unknown
