F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-float,F16-GlyphPositioningState,F16-Source,F16-List,F16-PercentBaseContext,F16-PDFArray,F16-Object,F16-NA,F16-AFPResourceLevel,F16-void,F16-int,F16-Character,F16-PDFAction,F16-VolatileImage,F16-Property,F16-boolean,F16-EmbedFontInfo[],F16-String,F16-Integer,F16-Font,F3-NA,F3-PrintRenderer.START_PAGE,F3-Constants.EN_STATIC,F3-Block,F3-Integer,F3-Class,F3-Long,F3-null,F3-byte[],F3-Object,F3-PercentBaseContext,F3-double,F3-String,F3-resolveReference((PDFReferenceExtension)entry),F3-TablePart,F3-Double,F3-int,F3-Float,F3-FontTriplet,F3-cell.getRtfAttributes(),F7--,F7-/,F7-++,F7-%,F7-&,F7-+=,F7-NA,F7-+,F12-long,F12-int,F12-NA,F12-InternalResourceResolver,F12-boolean,F12-GlyphMapping,F12-String,F12-FopFactory,F12-InlineLevelLayoutManager,F12-double,F12-List,F12-ObjectBuiltListener,F12-Character,F12-Log,F12-Set,F12-Paint,F17-static,F17-final,F17-NA,F2-Document,F2-NA,F2-Map<String Float>,F2-Integer,F2-Set,F2-StringBuffer,F2-List<Double>,F2-Math,F2-Map<Integer Integer>,F2-Map<Integer Map<Integer Integer>>,F2-String,F2-Iterator,F2-Map,F2-Hashtable,F2-FontInfo,F2-BufferedReader,F2-System,F2-List,F2-OutputStream,F2-File,F6-org.apache.fop.pdf.PDFDictionary,F6-org.apache.fop.render.rtf.rtflib.rtfdoc.RtfTextrun.RtfCloseGroupMark,F6-NA,F6-java.lang.Long,F6-org.apache.fop.fo.StaticPropertyList,F6-java.util.HashSet,F6-java.lang.Float,F6-java.io.ObjectOutputStream,F6-java.lang.Integer,F6-java.lang.Character,F6-java.lang.Byte,F6-java.net.URLClassLoader,F6-java.io.File,F6-org.apache.fop.layoutmgr.inline.LineArea,F6-java.lang.String,F6-java.lang.StringBuffer,F6-org.apache.fop.fonts.truetype.CFFDataInput,F6-org.apache.fop.layoutmgr.table.ActiveCell,F6-java.lang.Double,F6-javax.xml.transform.dom.DOMSource,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-NA,F1-add,F1-getInternalFontKey,F1-setCurrentColumnRowSpanning,F1-readLine,F1-next,F1-write,F1-get,F1-toLowerCase,F1-equals,F1-append,F1-compareTo,F1-getValue,F1-charAt,F1-writeOneAttribute,F1-put,F1-addBlock,F1-toString,F1-getPosition,F1-mkdirs,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-KnuthNode,F5-java.security.SecureClassLoader,F5-java.lang.Number,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-SVGContext,F5-java.io.OutputStream,F5-RtfElement,F5-java.util.AbstractSet,F5-Property,F5-java.util.HashMap,F9-country,F9-data,F9-footnoteElementIndex,F9-trailerSegment,F9-values,F9-currentFontName,F9-modDate,F9-cropValues,F9-oldFDIndex,F9-currentKeepContext,F9-alternatesIndex,F9-defaultResourceLevels,F9-fo,F9-NA,F9-componentId,F9-firstTrailingWhiteSpace,F9-red,F9-breaker,F9-oid,F9-adjustments,F10-NA,F19-NA,F19-interface,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-Integer,F4-boolean,F4-InputStream,F4-File[],F4-Process,F4-long,F4-StringBuffer,F4-Rectangle,F4-RendererContext,F4-char,F4-Object,F4-Float,F4-void,F4-double,F4-String,F4-int,F4-Map<Integer Integer>,F4-Text,F8-FOCharIterator,F8-PageSequence,F8-PDFTextUtil,F8-GlyphSubstitutionState,F8-PDFFunction,F8-PDFLink,F8-ImageContent,F8-AreaInfo,F8-PFBData,F8-PDFColor,F8-PageBreakingAlgorithm,F8-CustomFont,F8-PendingInline,F8-ObjectType,F8-FDIndexReference,F8-NA,F8-Java2DFontMetrics,F8-RtfExternalGraphic,F8-MultiByteFont,F8-KnuthPageNode,F11-obListener,F11-GSTATE_LINE_CAP,F11-lineAlignment,F11-DEFAULT_SPACE_WIDTH,F11-NA,F11-log,F11-demerits,F11-dpi,F11-labelFirstIndex,F11-filtered,F11-GSTATE_LINE_WIDTH,F11-currentCode,F11-factory,F11-paint,F11-breakPositions,F11-unitsPerEm,F11-resourceResolver,F11-serialVersionUID,F11-lineCount,F11-inlineLM,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-spepping@apache.org,F71-keiron@apache.org,F71-pherweg@apache.org,F71-adelmelle@apache.org,F71-mehdi@apache.org,F71-acumiskey@apache.org,F71-phancock@apache.org,F71-jeremias@apache.org,F71-ssteiner@apache.org,F71-gadams@apache.org,F71-rmeyer@apache.org,F71-maxberger@apache.org,F71-manuel@apache.org,F71-bckfnn@apache.org,F71-cbowditch@apache.org,F71-lfurini@apache.org,F71-gmazza@apache.org,F71-vhennebert@apache.org,F71-lbernardo@apache.org,F71-vmote@apache.org,F74,F73,F84,F146,category
1115,org/apache/fop/render,org/apache/fop/render/AbstractRenderer.java,1459,true,10,54,1905,1,8,239,2,37,0.7753846153846153,564,323,0.5726950354609929,0.4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,STYLE,0.032563025210084036,DLS_DEAD_LOCAL_STORE,20,3,1,0.00676818950930626,0.00338409475465313,8.460236886632825E-4,-1.0,0.0,0.0,0.09240246406570841,1.0000659760474835,-1.0,0.0,0.0430622009569378,1.0000659760474835,-1.0,-1.0,143,6655,4879,7017,2,0.0,0,2,0,4,3.8109756097560977E-4,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,4,0,3.8109756097560977E-4,44,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,404,264,5,365,close
1115,org/apache/fop/render,org/apache/fop/render/AbstractRenderer.java,1459,true,14,54,1905,1,8,239,4,37,0.36102564102564105,564,323,0.5726950354609929,0.21428571428571427,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,STYLE,0.0430672268907563,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,2,0.00676818950930626,0.00338409475465313,0.001692047377326565,-1.0,0.06976744186046512,0.002237929169541784,0.09240246406570841,1.0000659760474835,-0.8372093023255814,0.0,0.0430622009569378,1.0000659760474835,-1.0,-1.0,144,6668,4887,7030,2,0.0,0,2,0,4,3.8109756097560977E-4,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,4,0,3.8109756097560977E-4,44,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,404,264,5,365,close
1115,org/apache/fop/render,org/apache/fop/render/AbstractRenderer.java,1459,true,14,54,1905,1,8,239,4,37,0.36923076923076925,564,323,0.5726950354609929,0.7857142857142857,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,STYLE,0.0430672268907563,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,2,0.00676818950930626,0.00338409475465313,0.001692047377326565,-1.0,0.06976744186046512,0.002237929169541784,0.09240246406570841,1.0000659760474835,-0.8372093023255814,0.0,0.0430622009569378,1.0000659760474835,-1.0,-1.0,144,6668,4887,7030,2,0.0,0,2,0,4,3.8109756097560977E-4,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,4,0,3.8109756097560977E-4,44,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,404,264,5,365,close
1806,org/apache/fop/render,org/apache/fop/render/AbstractRenderingContext.java,2251,true,3,6,1905,1,8,239,1,37,0.7558139534883721,40,33,0.825,0.6666666666666666,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,STYLE,0.07773109243697479,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.00676818950930626,8.460236886632825E-4,8.460236886632825E-4,-1.0,0.0,0.0,0.09240246406570841,1.0000659760474835,-1.0,0.0,0.0430622009569378,1.0000659760474835,-1.0,-1.0,0,1444,2251,1806,2,0.0,0,2,0,4,3.8109756097560977E-4,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,4,0,3.8109756097560977E-4,1446,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1806,264,5,365,close
795,org/apache/fop/render,org/apache/fop/render/PrintRenderer.java,982,true,52,11,1905,1,0,239,9,37,0.8043478260869565,94,69,0.7340425531914894,1.0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,PERFORMANCE,0.09663865546218488,DM_NUMBER_CTOR,18,2,1,0.00676818950930626,8.460236886632825E-4,8.460236886632825E-4,-1.0,0.031914893617021274,0.0020597555454956993,0.14285714285714285,0.6890445007948919,-0.9361702127659575,0.0,0.02966507177033493,0.6890445007948919,-1.0,-1.0,28,3075,3235,3437,2,0.0,0,2,0,4,3.8109756097560977E-4,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,4,0,3.8109756097560977E-4,91,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,451,264,5,365,close
3028,org/apache/fop/render,org/apache/fop/render/RendererContext.java,2846,true,11,9,1905,2,12,239,2,37,0.643979057591623,81,82,1.0123456790123457,0.5454545454545454,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,PERFORMANCE,0.011554621848739496,WMI_WRONG_MAP_ITERATOR,18,2,1,0.00676818950930626,8.460236886632825E-4,8.460236886632825E-4,-1.0,0.29411764705882354,0.013840830449826988,0.14285714285714285,0.6890445007948919,-0.4117647058823529,0.0,0.02966507177033493,0.6890445007948919,-1.0,-1.0,1,1530,2317,1892,2,0.0,0,2,0,4,3.8109756097560977E-4,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,4,0,3.8109756097560977E-4,1447,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1807,264,5,365,close
729,org/apache/fop/render/afp,org/apache/fop/render/afp/AFPDocumentHandler.java,884,true,76,48,2484,3,0,247,23,48,0.6284722222222222,390,101,0.258974358974359,1.0,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,STYLE,0.11659663865546219,BC_UNCONFIRMED_CAST,17,2,1,0.018612521150592216,8.460236886632825E-4,8.460236886632825E-4,-1.0,0.019230769230769232,6.50377473984901E-4,0.09240246406570841,1.0000659760474835,-0.9038461538461539,0.0,0.0430622009569378,1.0000659760474835,-1.0,-1.0,19,934,1618,1296,2,0.0,0,2,0,4,4.3094160741219563E-4,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,4,0,4.3094160741219563E-4,91,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,451,264,5,365,close
1806,org/apache/fop/render/afp,org/apache/fop/render/afp/AFPDocumentHandlerMaker.java,2251,true,3,3,2484,1,8,247,1,48,0.9423076923076923,20,23,1.15,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,MALICIOUS_CODE,0.0934873949579832,EI_EXPOSE_REP,18,2,2,0.018612521150592216,8.460236886632825E-4,0.001692047377326565,-1.0,0.011764705882352941,0.0019377162629757784,0.01818181818181818,0.13790434793265874,-0.9764705882352941,0.0,0.0028708133971291866,0.13790434793265874,-1.0,-1.0,4,1444,2251,1806,2,0.0,0,2,0,4,4.3094160741219563E-4,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,4,0,4.3094160741219563E-4,478,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,838,264,5,365,close
1902,org/apache/fop/render/afp,org/apache/fop/render/afp/AFPGraphics2DAdapter.java,2319,true,30,3,2484,1,8,247,3,48,0.5566037735849056,56,31,0.5535714285714286,0.06666666666666667,25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,STYLE,0.11659663865546219,BC_UNCONFIRMED_CAST,17,2,1,0.018612521150592216,8.460236886632825E-4,8.460236886632825E-4,-1.0,0.019230769230769232,6.50377473984901E-4,0.09240246406570841,1.0000659760474835,-0.9038461538461539,0.0,0.0430622009569378,1.0000659760474835,-1.0,-1.0,2,1530,2317,1892,2,0.0,0,2,0,4,4.3094160741219563E-4,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,4,0,4.3094160741219563E-4,594,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,954,264,5,365,close
1863,org/apache/fop/render/afp,org/apache/fop/render/afp/AFPImageHandler.java,2298,true,14,4,2484,1,0,247,1,48,0.5905511811023622,59,47,0.7966101694915254,1.0,19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,STYLE,0.052521008403361345,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.018612521150592216,8.460236886632825E-4,8.460236886632825E-4,-1.0,0.0,0.0,0.09240246406570841,1.0000659760474835,-0.9622641509433962,0.0,0.0430622009569378,1.0000659760474835,-1.0,-1.0,5,1530,2317,1892,2,0.0,0,2,0,4,4.3094160741219563E-4,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,4,0,4.3094160741219563E-4,654,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1014,264,5,365,close
1766,org/apache/fop/render/afp,org/apache/fop/render/afp/AFPImageHandlerGraphics2D.java,2227,true,20,7,2484,1,8,247,1,48,0.5845070422535211,87,31,0.3563218390804598,0.1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,STYLE,0.11659663865546219,BC_UNCONFIRMED_CAST,20,3,2,0.018612521150592216,0.0025380710659898475,0.001692047377326565,-1.0,0.019230769230769232,6.50377473984901E-4,0.09240246406570841,1.0000659760474835,-0.9038461538461539,0.0,0.0430622009569378,1.0000659760474835,-1.0,-1.0,5,1444,2251,1806,2,0.0,0,2,0,4,4.3094160741219563E-4,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,4,0,4.3094160741219563E-4,724,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1084,264,5,365,close
1766,org/apache/fop/render/afp,org/apache/fop/render/afp/AFPImageHandlerGraphics2D.java,2227,true,20,7,2484,1,8,247,1,48,0.5985915492957746,87,31,0.3563218390804598,0.15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,STYLE,0.052521008403361345,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,2,0.018612521150592216,0.0025380710659898475,0.001692047377326565,-1.0,0.0,0.0,0.09240246406570841,1.0000659760474835,-0.9622641509433962,0.0,0.0430622009569378,1.0000659760474835,-1.0,-1.0,5,1444,2251,1806,2,0.0,0,2,0,4,4.3094160741219563E-4,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,4,0,4.3094160741219563E-4,724,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1084,264,5,365,close
1766,org/apache/fop/render/afp,org/apache/fop/render/afp/AFPImageHandlerGraphics2D.java,2227,true,3,7,2484,1,8,247,1,48,0.5,87,31,0.3563218390804598,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,MALICIOUS_CODE,0.0934873949579832,EI_EXPOSE_REP,18,2,1,0.018612521150592216,0.0025380710659898475,8.460236886632825E-4,-1.0,0.011764705882352941,0.0019377162629757784,0.01818181818181818,0.13790434793265874,-0.9764705882352941,0.0,0.0028708133971291866,0.13790434793265874,-1.0,-1.0,8,1530,2317,1892,2,0.0,0,2,0,4,4.3094160741219563E-4,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,4,0,4.3094160741219563E-4,724,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1084,264,5,365,close
