F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-List<SlaveRestarter>,F16-T,F16-Graph,F16-V,F16-ServletOutputStream,F16-Object,F16-NA,F16-void,F16-List<Executor>,F16-Mapping,F16-int,F16-Session,F16-boolean,F16-String,F16-SearchIndex,F16-Long,F16-Void,F16-ConsoleAnnotator,F16-FilePath,F16-Locale,F3-NA,F3-Class,F3-Integer,F3-Jenkins,F3-ANTLRHashString,F3-File,F3-InputStream,F3-Permission,F3-byte[],F3-null,F3-TaskListener,F3-h.servletContext,F3-Object[],F3-String,F3-text.length(),F3-long,F3-int,F3-INFO,F3-OSProcess,F3-Level,F7--,F7-/,F7-++,F7-%,F7-+=,F7-NA,F7-+,F12-long,F12-int,F12-FileItem,F12-NA,F12-Map<String Node>,F12-EnvVars,F12-boolean,F12-Map<AbstractProject List<DependencyGroup>>,F12-Logger,F12-Platform,F12-String,F12-List<String>,F12-Collator,F12-double,F12-LinkedHashMap<Artifact String>,F12-Channel,F12-RememberMeServices,F12-MultiStageTimeSeries,F12-Authentication,F12-FilePathFilter,F17-abstract,F17-final,F17-static,F17-NA,F2-Class,F2-TokenBasedRememberMeServices2,F2-Thread,F2-FileOutputStream,F2-NA,F2-Map<Integer OSProcess>,F2-OSProcess,F2-Integer,F2-FilePath,F2-String,F2-CLIConnectionFactory,F2-CountDownLatch,F2-Logger,F2-System,F2-ExtensionComponent<T>,F2-ThreadInfo,F2-ArrayList<Edge>,F2-AdminWhitelistRule,F2-Calendar,F2-File,F6-hudson.model.Run<JobT RunT>.Artifact,F6-java.io.RandomAccessFile,F6-NA,F6-java.util.HashMap<hudson.model.AbstractProject java.util.List<hudson.model.DependencyGraph.DependencyGroup>>,F6-java.io.PrintWriter,F6-java.io.PrintStream,F6-hudson.util.XStream2,F6-hudson.cli.Connection,F6-hudson.util.CyclicGraphDetectorTest.Edge,F6-hudson.scheduler.CronTab,F6-java.util.ArrayList<java.lang.String>,F6-java.io.File,F6-java.lang.String,F6-java.util.jar.JarFile,F6-java.util.TreeMap<java.lang.String java.lang.Integer>,F6-jenkins.model.ContextMenu,F6-hudson.scheduler.ANTLRHashString,F6-java.io.BufferedReader,F6-java.io.IOException,F6-hudson.model.RunMap,F13-private,F13-NA,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F14-final,F1-addMarkup,F1-delete,F1-NA,F1-add,F1-close,F1-getInstance,F1-contains,F1-get,F1-toLowerCase,F1-isDirectory,F1-addWithoutSaving,F1-put,F1-currentTimeMillis,F1-createTempFile,F1-log,F1-getName,F1-call,F1-hasPermission,F1-length,F1-getFileSystemByMountPoint,F5-java.util.AbstractMap,F5-Answer,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-PingThread,F5-MasterToSlaveCallable,F5-RobustReflectionConverter,F5-hudson.util.ProcessTree$OSProcess,F5-java.io.FilterOutputStream,F5-hudson.util.ProcessTree$UnixProcess,F5-java.util.AbstractList,F5-java.io.Reader,F5-java.lang.RuntimeException,F5-hudson.Launcher,F5-hudson.FilePath$SecureFileCallable,F5-java.lang.Exception,F5-java.util.AbstractSet,F5-Run,F5-java.util.zip.DeflaterOutputStream,F9-collator,F9-artifacts,F9-mask,F9-encoding,F9-src,F9-html,F9-executors,F9-md5sum,F9-proxy,F9-f,F9-fileName,F9-root,F9-args,F9-NA,F9-caption,F9-pid,F9-list,F9-length,F9-delegate,F10-NA,F10-true,F19-NA,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-boolean,F4-InputStream,F4-A,F4-File[],F4-long,F4-CLIConnectionFactory,F4-Object,F4-File,F4-void,F4-double,F4-StringBuilder,F4-T,F4-String,F4-int,F4-PublicKey,F4-Thread,F4-OSProcess,F4-RunT,F4-Class,F8-Eureka,F8-ArtifactArchiver,F8-HyperlinkNote,F8-SerializedProcess,F8-Edge,F8-Aggregator,F8-RemoteProcess,F8-SequentialExecutionQueue,F8-ArgumentListBuilder,F8-ExpandableDetailsNote,F8-Record,F8-BuildListenerAdapter,F8-FileComparator,F8-FileVF,F8-NA,F11-envp,F11-backward,F11-transportAuth,F11-originalFileName,F11-APP,F11-defaultValue,F11-dst,F11-envVars,F11-NA,F11-hasMoreResults,F11-file,F11-args,F11-channel,F11-map,F11-used,F11-serialVersionUID,F11-platform,F11-relativePath,F11-value,F11-arguments,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-jglick@cloudbees.com,F71-stephenconnolly@71c3de6d-444a-0410-be80-ed276b4c234a,F71-mindless@71c3de6d-444a-0410-be80-ed276b4c234a,F71-kutzi@gmx.de,F71-stephen.alan.connolly@gmail.com,F71-huybrechts@71c3de6d-444a-0410-be80-ed276b4c234a,F71-dhoover@google.com,F71-ryan.campbell@gmail.com,F71-jglick@71c3de6d-444a-0410-be80-ed276b4c234a,F71-ogondza@redhat.com,F71-domi@fortysix.ch,F71-schristou88@gmail.com,F71-nicolas.deloof@gmail.com,F71-o.v.nenashev@gmail.com,F71-s.sogabe@gmail.com,F71-sogabe@71c3de6d-444a-0410-be80-ed276b4c234a,F71-daniel-beck@github.com,F71-kohsuke@71c3de6d-444a-0410-be80-ed276b4c234a,F71-kk@kohsuke.org,F71-nigel.magnay@gmail.com,F74,F73,F84,F146,category
12694,hudson/model/listeners,hudson/model/listeners/SCMPollListener.java,1137,true,9,7,308,1,16,50,2,20,0.6915887850467289,40,58,1.45,0.4444444444444444,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,BAD_PRACTICE,0.007692307692307693,DE_MIGHT_IGNORE,19,3,1,0.0024691358024691358,0.0024691358024691358,8.230452674897119E-4,-1.0,0.0,0.0,0.06439393939393939,0.017099028674106512,-1.0,0.0,0.01335428122545169,0.017099028674106512,-1.0,-1.0,4,5742,1128,12654,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8389,25951,377,7058,open
12694,hudson/model/listeners,hudson/model/listeners/SCMPollListener.java,1137,true,9,7,308,1,19,50,2,20,0.8785046728971962,40,58,1.45,0.4444444444444444,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,BAD_PRACTICE,0.007692307692307693,DE_MIGHT_IGNORE,19,3,1,0.0024691358024691358,0.0024691358024691358,8.230452674897119E-4,-1.0,0.0,0.0,0.06439393939393939,0.017099028674106512,-1.0,0.0,0.01335428122545169,0.017099028674106512,-1.0,-1.0,4,5742,1128,12654,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8389,25951,377,7058,open
12694,hudson/model/listeners,hudson/model/listeners/SCMPollListener.java,1137,true,9,7,308,1,16,50,2,20,0.7850467289719626,40,58,1.45,0.4444444444444444,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,BAD_PRACTICE,0.007692307692307693,DE_MIGHT_IGNORE,19,3,1,0.0024691358024691358,0.0024691358024691358,8.230452674897119E-4,-1.0,0.0,0.0,0.06439393939393939,0.017099028674106512,-1.0,0.0,0.01335428122545169,0.017099028674106512,-1.0,-1.0,4,5742,1128,12654,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8389,25951,377,7058,open
16793,hudson/model/queue,hudson/model/queue/BackFiller.java,1759,true,0,3,990,5,0,128,1,49,0.22748815165876776,146,30,0.2054794520547945,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1,STYLE,0.006593406593406593,RV_RETURN_VALUE_IGNORED_NO_SIDE_EFFECT,17,2,1,0.00905349794238683,8.230452674897119E-4,8.230452674897119E-4,-1.0,0.0,0.0,0.04447632711621234,0.03326825780051753,-1.0,0.0,0.024351924587588374,0.03326825780051753,-1.0,-1.0,2,9881,1759,16793,5,0.0,0,3,2,8,0.006811145510835913,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,8459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15109,25951,101,6759,open
18434,hudson/model/queue,hudson/model/queue/CauseOfBlockage.java,2112,true,0,5,990,8,0,128,1,49,0.85,89,47,0.5280898876404494,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,2,STYLE,0.08461538461538462,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,13,2,2,0.00905349794238683,0.0016460905349794238,0.0016460905349794238,-1.0,0.05295315682281059,0.0019288123078965162,0.04447632711621234,0.03326825780051753,-0.8940936863543788,0.0,0.024351924587588374,0.03326825780051753,-1.0,-1.0,2,2469,547,9381,5,0.0,0,3,2,8,0.006811145510835913,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8740,25951,101,6759,open
18434,hudson/model/queue,hudson/model/queue/CauseOfBlockage.java,2112,true,0,5,990,8,0,128,1,49,0.59375,89,47,0.5280898876404494,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,2,STYLE,0.08461538461538462,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,13,2,2,0.00905349794238683,0.0016460905349794238,0.0016460905349794238,-1.0,0.05295315682281059,0.0019288123078965162,0.04447632711621234,0.03326825780051753,-0.8940936863543788,0.0,0.024351924587588374,0.03326825780051753,-1.0,-1.0,2,2469,547,9381,5,0.0,0,3,2,8,0.006811145510835913,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8740,25951,101,6759,open
16801,hudson/model/queue,hudson/model/queue/Executables.java,1761,true,24,2,990,1,16,128,3,49,0.64,34,36,1.0588235294117647,0.375,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,2,MALICIOUS_CODE,0.004395604395604396,DP_DO_INSIDE_DO_PRIVILEGED,20,3,1,0.00905349794238683,0.0016460905349794238,8.230452674897119E-4,-1.0,0.0,0.0,0.078125,0.11247121551890432,-1.0,0.0,0.003927729772191673,0.11247121551890432,-1.0,-1.0,6,9780,1725,16692,5,0.0,0,3,2,8,0.006811145510835913,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7187,25951,101,6759,open
16918,hudson/model/queue,hudson/model/queue/MappingWorksheet.java,1787,true,0,4,990,7,0,128,1,49,0.29878048780487804,231,128,0.5541125541125541,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,3,STYLE,0.08461538461538462,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,13,2,1,0.00905349794238683,0.0024691358024691358,8.230452674897119E-4,-1.0,0.05295315682281059,0.0019288123078965162,0.04447632711621234,0.03326825780051753,-0.8940936863543788,0.0,0.024351924587588374,0.03326825780051753,-1.0,-1.0,14,10006,1787,16918,5,0.0,0,3,2,8,0.006811145510835913,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10442,25951,101,6759,open
16918,hudson/model/queue,hudson/model/queue/MappingWorksheet.java,1787,true,0,4,990,7,12,128,1,49,0.48292682926829267,231,128,0.5541125541125541,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,3,STYLE,0.04285714285714286,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,20,3,0,0.00905349794238683,0.0024691358024691358,0.0,0.0,0.0,0.0,0.04447632711621234,0.03326825780051753,-1.0,0.0,0.024351924587588374,0.03326825780051753,-1.0,-1.0,9,9898,1767,16810,5,0.0,0,3,2,8,0.006811145510835913,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10442,25951,101,6759,open
16918,hudson/model/queue,hudson/model/queue/MappingWorksheet.java,1787,true,0,4,990,7,16,128,1,49,0.4975609756097561,231,128,0.5541125541125541,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,3,STYLE,0.04285714285714286,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,20,3,0,0.00905349794238683,0.0024691358024691358,0.0,0.0,0.0,0.0,0.04447632711621234,0.03326825780051753,-1.0,0.0,0.024351924587588374,0.03326825780051753,-1.0,-1.0,14,10006,1787,16918,5,0.0,0,3,2,8,0.006811145510835913,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10442,25951,101,6759,open
16927,hudson/model/queue,hudson/model/queue/WorkUnitContext.java,1787,true,0,8,990,2,0,128,1,49,0.7176470588235294,88,60,0.6818181818181818,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,3,STYLE,0.08461538461538462,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,13,2,1,0.00905349794238683,0.0024691358024691358,8.230452674897119E-4,-1.0,0.05295315682281059,0.0019288123078965162,0.04447632711621234,0.03326825780051753,-0.8940936863543788,0.0,0.024351924587588374,0.03326825780051753,-1.0,-1.0,13,10015,1787,16927,5,0.0,0,3,2,8,0.006811145510835913,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7238,25951,101,6759,close
16927,hudson/model/queue,hudson/model/queue/WorkUnitContext.java,1787,true,16,8,990,2,0,128,3,49,0.6676470588235294,88,60,0.6818181818181818,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,3,STYLE,0.08461538461538462,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,13,2,1,0.00905349794238683,0.0024691358024691358,8.230452674897119E-4,-1.0,0.05295315682281059,0.0019288123078965162,0.04447632711621234,0.03326825780051753,-0.8940936863543788,0.0,0.024351924587588374,0.03326825780051753,-1.0,-1.0,13,10015,1787,16927,5,0.0,0,3,2,8,0.006811145510835913,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7238,25951,101,6759,open
16927,hudson/model/queue,hudson/model/queue/WorkUnitContext.java,1787,true,0,8,990,2,0,128,1,49,0.47352941176470587,88,60,0.6818181818181818,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,3,STYLE,0.08461538461538462,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,13,2,1,0.00905349794238683,0.0024691358024691358,8.230452674897119E-4,-1.0,0.05295315682281059,0.0019288123078965162,0.04447632711621234,0.03326825780051753,-0.8940936863543788,0.0,0.024351924587588374,0.03326825780051753,-1.0,-1.0,13,10015,1787,16927,5,0.0,0,3,2,8,0.006811145510835913,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7238,25951,101,6759,open
