F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-Thread,F16-boolean,F16-String,F16-char[],F16-NA,F16-void,F16-byte[],F3-NA,F3-LT_TKN,F3- Output stat for   + path +    + new StatsTrack(new String(data)).toString(),F3-CreateMode.PERSISTENT,F3-InputStream,F3-InputStreamReader,F3-byte[],F3-stats.toString().getBytes(),F3-InetSocketAddress,F3-String,F3-strackC.toString().getBytes(),F3-long,F3-Reader,F3-int,F3-char[],F3-SimpleCharStream,F3-IDENT_TKN,F3-Request,F3-strack.toString().getBytes(),F3-RECORD_TKN,F7--,F7-^,F7-+=,F7-NA,F7-+,F12-NA,F17-static,F17-NA,F2-Set<Long>,F2-Writer,F2-Process,F2-Iterator<Long>,F2-SaslClient,F2-NA,F2-AuthFastLeaderElection,F2-SimpleCharStream,F2-String,F2-RccTokenManager,F2-ParseException,F2-ByteBuffer,F2-Rcc,F2-BufferedReader,F2-System,F2-LinkedBlockingQueue<ToSend>,F6-org.apache.zookeeper.server.quorum.LeaderElectionBean,F6-NA,F6-java.io.FileWriter,F6-java.io.InputStreamReader,F6-org.apache.zookeeper.StatsTrack,F6-org.apache.jute.compiler.generated.Token,F6-org.apache.jute.compiler.generated.JVector,F6-org.apache.jute.compiler.generated.TokenMgrError,F6-org.apache.zookeeper.server.quorum.FastLeaderElection.ToSend,F6-java.io.FileReader,F6-org.apache.zookeeper.server.quorum.Vote,F6-java.io.File,F6-java.lang.String,F6-org.apache.jute.compiler.generated.JField,F6-org.apache.zookeeper.server.StatsTrack,F6-org.apache.zookeeper.Stat,F6-java.lang.Thread,F6-java.util.ArrayList<org.apache.jute.compiler.generated.JRecord>,F13-NA,F18-NA,F14-NA,F1-configFromString,F1-termPredicate,F1-ReInit,F1-NA,F1-setData,F1-jj_consume_token,F1-processRequest,F1-backup,F1-getBytes,F1-write,F1-println,F1-wrap,F1-readChar,F1-Type,F1-putInt,F1-toLowerCase,F1-equals,F1-create,F1-exit,F1-getInputStream,F5-java.lang.Object,F5-NA,F5-java.io.InputStreamReader,F5-java.io.OutputStreamWriter,F5-java.io.Reader,F5-java.util.AbstractList,F9-NA,F9-dataTree,F10-NA,F19-NA,F15-NA,F15-private,F15-public,F0-NA,F4-NA,F4-String[],F4-boolean,F4-InputStream,F4-ByteBuffer,F4-char,F4-Token,F4-byte[],F4-ArrayList<JRecord>,F4-void,F4-JRecord,F4-String,F4-JMap,F4-Iterator,F4-JType,F8-ZKDatabase,F8-NA,F11-NA,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-rgs@apache.org,F71-hanm@apache.org,F71-phunt@apache.org,F71-rakeshr@apache.org,F71-henry@apache.org,F71-arshad@apache.org,F71-abefine@cloudera.com,F71-hanm@cloudera.com,F71-breed@apache.org,F71-afine@apache.org,F71-mahadev@apache.org,F71-michim@apache.org,F71-camille@apache.org,F71-thawan@apache.org,F71-cnauroth@apache.org,F71-nixon@fb.com,F71-fpj@apache.org,F71-shralex@apache.org,F71-jordan@jordanzimmerman.com,F71-tamaas@cloudera.com,F74,F73,F84,F146,category
1347,org/apache/zookeeper/client,org/apache/zookeeper/client/FourLetterWordMain.java,2202,true,44,4,506,1,0,43,7,9,0.8082191780821918,86,50,0.5813953488372093,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,I18N,0.25,DM_DEFAULT_ENCODING,19,1,3,0.009316770186335404,0.009316770186335404,0.009316770186335404,-1.0,0.0,0.0,0.0,0.0,-0.575,0.0,0.0,0.0,-0.5,-1.0,4,713,2202,1347,5,0.0,0,155,-150,160,0.06304176516942474,0,0,0,0,0,0,0,0.0,0,5,0,155,0,0,160,-150,0.06304176516942474,52,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,685,26,9,641,close
1347,org/apache/zookeeper/client,org/apache/zookeeper/client/FourLetterWordMain.java,2202,true,44,4,506,1,12,43,7,9,0.7328767123287672,86,50,0.5813953488372093,0.5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,I18N,0.25,DM_DEFAULT_ENCODING,19,1,3,0.009316770186335404,0.009316770186335404,0.009316770186335404,-1.0,0.0,0.0,0.0,0.0,-0.575,0.0,0.0,0.0,-0.5,-1.0,4,713,2202,1347,5,0.0,0,155,-150,160,0.06304176516942474,0,0,0,0,0,0,0,0.0,0,5,0,155,0,0,160,-150,0.06304176516942474,52,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,685,26,9,641,close
1023,org/apache/zookeeper/common,org/apache/zookeeper/common/AtomicFileWritingIdiom.java,1284,true,27,3,436,3,16,46,6,17,0.7303370786516854,45,32,0.7111111111111111,0.37037037037037035,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,I18N,0.25,DM_DEFAULT_ENCODING,19,1,1,0.018633540372670808,0.003105590062111801,0.003105590062111801,-1.0,0.0,0.0,0.0,0.0,-0.575,0.0,0.0,0.0,-1.0,-1.0,0,389,1284,1023,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,391,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023,2246,33,666,close
1876,org/apache/zookeeper/common,org/apache/zookeeper/common/PathUtils.java,3195,true,9,3,436,1,12,46,3,17,0.95,73,38,0.5205479452054794,0.4444444444444444,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,3,I18N,0.03125,DM_CONVERT_CASE,20,3,1,0.018633540372670808,0.009316770186335404,0.003105590062111801,-1.0,0.0,0.0,0.0,0.0,-0.7777777777777778,0.0,0.0,0.0,-1.0,-1.0,0,359,1262,993,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,361,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993,515,33,666,close
1876,org/apache/zookeeper/common,org/apache/zookeeper/common/PathUtils.java,3195,true,51,3,436,1,0,46,16,17,0.7416666666666667,73,38,0.5205479452054794,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,3,STYLE,0.003125,UC_USELESS_CONDITION,19,3,2,0.018633540372670808,0.009316770186335404,0.006211180124223602,-1.0,0.0,0.0,0.011235955056179775,4.181143326841714E-4,-1.0,0.0,0.0031446540880503146,4.181143326841714E-4,-1.0,-1.0,1,588,1808,1222,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,361,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993,515,33,666,close
1876,org/apache/zookeeper/common,org/apache/zookeeper/common/PathUtils.java,3195,true,51,3,436,1,0,46,16,17,0.7416666666666667,73,38,0.5205479452054794,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,3,STYLE,0.003125,UC_USELESS_CONDITION_TYPE,19,3,2,0.018633540372670808,0.009316770186335404,0.006211180124223602,-1.0,0.0,0.0,0.011235955056179775,4.181143326841714E-4,-1.0,0.0,0.0031446540880503146,4.181143326841714E-4,-1.0,-1.0,1,588,1808,1222,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,361,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993,515,33,666,close
818,org/apache/zookeeper/common,org/apache/zookeeper/common/X509Util.java,623,true,30,4,436,1,0,46,4,17,0.806930693069307,136,47,0.34558823529411764,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,2,STYLE,0.053125,REC_CATCH_EXCEPTION,20,3,1,0.018633540372670808,0.006211180124223602,0.003105590062111801,-1.0,0.0,0.0,0.011235955056179775,4.181143326841714E-4,-0.6875,0.0,0.0031446540880503146,4.181143326841714E-4,-1.0,-1.0,3,307,1028,941,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,706,510,33,666,close
818,org/apache/zookeeper/common,org/apache/zookeeper/common/X509Util.java,623,true,30,4,436,1,0,46,4,17,0.9504950495049505,136,47,0.34558823529411764,1.0,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,2,STYLE,0.053125,REC_CATCH_EXCEPTION,20,3,1,0.018633540372670808,0.006211180124223602,0.003105590062111801,-1.0,0.0,0.0,0.011235955056179775,4.181143326841714E-4,-0.6875,0.0,0.0031446540880503146,4.181143326841714E-4,-1.0,-1.0,3,307,1028,941,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,706,510,33,666,close
861,org/apache/zookeeper/jmx,org/apache/zookeeper/jmx/ManagedUtil.java,778,true,25,2,147,1,0,16,7,4,0.9416666666666667,62,38,0.6129032258064516,1.0,52,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,STYLE,0.053125,REC_CATCH_EXCEPTION,20,3,1,0.003105590062111801,0.003105590062111801,0.003105590062111801,-1.0,0.0,0.0,0.011235955056179775,4.181143326841714E-4,-0.6875,0.0,0.0031446540880503146,4.181143326841714E-4,-1.0,-1.0,1,227,778,861,0,0.0,0,0,0,0,0.0,1,1,0,2,0,0,0,0.13333333333333333,0,1,0,1,0,0,2,0,0.03333333333333333,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657,524,24,657,close
634,org/apache/zookeeper/proto,org/apache/zookeeper/proto/AuthPacket.java,0,true,3,17,3449,1,4,612,1,40,0.3586206896551724,125,18,0.144,0.6666666666666666,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31,3,MALICIOUS_CODE,0.059375,EI_EXPOSE_REP,18,2,1,0.09627329192546584,0.009316770186335404,0.003105590062111801,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0,1612,3718,2246,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2246,1613,0,open
634,org/apache/zookeeper/proto,org/apache/zookeeper/proto/AuthPacket.java,0,true,5,17,3449,1,4,612,1,40,0.25517241379310346,125,18,0.144,0.8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31,3,MALICIOUS_CODE,0.125,EI_EXPOSE_REP2,18,2,1,0.09627329192546584,0.009316770186335404,0.003105590062111801,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0,1612,3718,2246,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2246,1613,0,open
634,org/apache/zookeeper/proto,org/apache/zookeeper/proto/AuthPacket.java,0,true,3,17,3449,1,4,612,1,40,0.3793103448275862,125,18,0.144,0.6666666666666666,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31,3,MALICIOUS_CODE,0.125,EI_EXPOSE_REP2,18,2,1,0.09627329192546584,0.009316770186335404,0.003105590062111801,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0,1612,3718,2246,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2246,1613,0,open
634,org/apache/zookeeper/proto,org/apache/zookeeper/proto/ConnectRequest.java,0,true,3,21,3449,1,4,612,1,40,0.3867403314917127,161,18,0.11180124223602485,0.6666666666666666,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31,4,MALICIOUS_CODE,0.059375,EI_EXPOSE_REP,18,2,1,0.09627329192546584,0.012422360248447204,0.003105590062111801,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0,1612,3718,2246,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2246,1613,0,open
634,org/apache/zookeeper/proto,org/apache/zookeeper/proto/ConnectRequest.java,0,true,7,21,3449,1,4,612,1,40,0.23756906077348067,161,18,0.11180124223602485,0.8571428571428571,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31,4,MALICIOUS_CODE,0.125,EI_EXPOSE_REP2,18,2,1,0.09627329192546584,0.012422360248447204,0.003105590062111801,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0,1612,3718,2246,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2246,1613,0,open
634,org/apache/zookeeper/proto,org/apache/zookeeper/proto/ConnectRequest.java,0,true,3,21,3449,1,4,612,1,40,0.40331491712707185,161,18,0.11180124223602485,0.6666666666666666,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31,4,MALICIOUS_CODE,0.125,EI_EXPOSE_REP2,18,2,1,0.09627329192546584,0.012422360248447204,0.003105590062111801,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0,1612,3718,2246,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2246,1613,0,open
634,org/apache/zookeeper/proto,org/apache/zookeeper/proto/ConnectRequest.java,0,true,3,21,3449,1,4,612,1,40,0.356353591160221,161,18,0.11180124223602485,0.6666666666666666,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31,4,BAD_PRACTICE,0.0125,NM_CONFUSING,19,3,0,0.09627329192546584,0.012422360248447204,0.0015527950310559005,-0.5,0.0,0.0,0.01694915254237288,0.001103194595137872,-0.5,0.0,0.0031446540880503146,0.001103194595137872,-1.0,-1.0,0,1612,3718,2246,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2246,1613,0,open
634,org/apache/zookeeper/proto,org/apache/zookeeper/proto/ConnectResponse.java,0,true,3,19,3449,1,4,612,1,40,0.37423312883435583,143,18,0.1258741258741259,0.6666666666666666,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31,3,MALICIOUS_CODE,0.059375,EI_EXPOSE_REP,18,2,1,0.09627329192546584,0.009316770186335404,0.003105590062111801,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0,1612,3718,2246,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2246,1613,0,open
634,org/apache/zookeeper/proto,org/apache/zookeeper/proto/ConnectResponse.java,0,true,6,19,3449,1,4,612,1,40,0.24539877300613497,143,18,0.1258741258741259,0.8333333333333334,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31,3,MALICIOUS_CODE,0.125,EI_EXPOSE_REP2,18,2,1,0.09627329192546584,0.009316770186335404,0.003105590062111801,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0,1612,3718,2246,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2246,1613,0,open
634,org/apache/zookeeper/proto,org/apache/zookeeper/proto/ConnectResponse.java,0,true,3,19,3449,1,4,612,1,40,0.39263803680981596,143,18,0.1258741258741259,0.6666666666666666,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31,3,MALICIOUS_CODE,0.125,EI_EXPOSE_REP2,18,2,1,0.09627329192546584,0.009316770186335404,0.003105590062111801,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0,1612,3718,2246,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2246,1613,0,open
634,org/apache/zookeeper/proto,org/apache/zookeeper/proto/CreateRequest.java,0,true,3,19,3449,1,4,612,1,40,0.28,155,18,0.11612903225806452,0.6666666666666666,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31,3,MALICIOUS_CODE,0.059375,EI_EXPOSE_REP,18,2,1,0.09627329192546584,0.009316770186335404,0.003105590062111801,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0,1612,3718,2246,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2246,1613,0,open
634,org/apache/zookeeper/proto,org/apache/zookeeper/proto/CreateRequest.java,0,true,6,19,3449,1,4,612,1,40,0.21714285714285714,155,18,0.11612903225806452,0.5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31,3,MALICIOUS_CODE,0.125,EI_EXPOSE_REP2,18,2,1,0.09627329192546584,0.009316770186335404,0.003105590062111801,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0,1612,3718,2246,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2246,1613,0,open
